"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"pCap_U[27]" 0.051 0.028 0.016 0.032 0.045 0.065 0.123 1.002 3000
"pCap_U[28]" 0.051 0.027 0.016 0.031 0.044 0.064 0.119 1.001 3000
"pCap_U[29]" 0.051 0.027 0.016 0.032 0.045 0.063 0.119 1.001 3000
"pCap_U[30]" 0.05 0.026 0.016 0.032 0.045 0.063 0.118 1.001 3000
"pCap_U[31]" 0.05 0.027 0.016 0.031 0.044 0.063 0.118 1.001 3000
"N[1]" 1291.355 1294.333 17.043 259.5 794 1985.5 4477.175 1.004 740
"N[2]" 1149.127 1231.368 11.633 197.375 656.1 1708.75 4373.3 1.009 280
"N[3]" 1007.261 1177.287 9.041 156.375 520.75 1418.749 4353.25 1.005 410
"N[4]" 1088.912 910.505 141.695 577.175 874.75 1305 3209.25 1.001 3000
"N[5]" 909.082 773.018 134.19 481.25 733.9 1083 2909.05 1.001 3000
"N[6]" 1219.799 968.691 173.39 657.85 1002.5 1464 3659.075 1.001 3000
"N[7]" 7306.155 2579.492 3199.9 5685.25 6958.5 8449 13810.25 1.001 3000
"N[8]" 311.882 244.736 41.268 158.675 253.95 391.025 933.755 1.001 3000
"N[9]" 1086.946 299.624 581.035 903.45 1052 1240 1774.1 1.001 2700
"N[10]" 2054.386 1699.103 286.29 1089 1662.5 2459.5 6757.275 1.002 1600
"N[11]" 70.632 48.115 11.283 36.327 59.225 93.327 195.407 1.001 3000
"N[12]" 12.887 14.404 0.217 3.151 8.348 17.467 52.111 1.009 320
"N[13]" 16.827 20.21 0.226 3.667 9.599 22.652 71.781 1.011 210
"N[14]" 589.994 215.923 265.357 447.025 558.15 694.95 1098 1.001 3000
"N[15]" 11.097 13.524 0.133 2.438 6.311 14.495 48.191 1.005 570
"N[16]" 28.764 26.458 2.011 10.297 21.37 38.792 98.207 1.001 2700
"N[17]" 22.477 20.895 1.863 7.662 15.955 31.112 77.431 1.001 3000
"N[18]" 6.816 10.001 0.066 1.006 3.12 8.317 36.104 1.006 620
"N[19]" 4.598 6.75 0.041 0.71 2.021 5.579 25.501 1.005 470
"N[20]" 4.48 6.921 0.035 0.587 1.902 5.383 24.231 1.006 390
"N[21]" 4.404 7.619 0.025 0.52 1.799 5.049 24.601 1.004 630
"N[22]" 3.116 5.298 0.017 0.329 1.219 3.57 18.034 1.003 950
"N[23]" 2.906 5.575 0.014 0.275 0.985 3.093 17.874 1.005 540
"N[24]" 2.192 4.013 0.007 0.207 0.82 2.368 14.161 1.012 280
"N[25]" 2.309 4.958 0.007 0.169 0.661 2.42 13.614 1.013 230
"N[26]" 2.128 4.618 0.006 0.146 0.598 1.922 13.682 1.013 210
"N[27]" 1.756 4.137 0.004 0.109 0.446 1.517 12.201 1.013 190
"N[28]" 1.519 3.643 0.002 0.084 0.364 1.366 10.732 1.02 150
"N[29]" 9.579 13.396 1.084 2.261 4.86 11.152 46.503 1.001 2400
"N[30]" 1.172 3.248 0.001 0.038 0.18 0.871 8.96 1.025 110
"N[31]" 1.17 3.911 0 0.007 0.069 0.524 11.943 1.034 94
"Ntot" 18225.767 4061.185 11719.249 15310 17754.999 20610 27320.75 1.002 1100
"sd.N" 0.586 0.472 0.132 0.265 0.449 0.742 1.855 1.008 290
"sd.Ne" 1.891 0.503 1.133 1.527 1.808 2.165 3.095 1.028 80
"deviance" 3118.29 92.107 3006.975 3062 3097.5 3150 3344.075 1.012 630
