"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"trib_mu.P" -2.807 0.71 -3.703 -2.989 -2.81 -2.618 -1.846 1.086 2100
"trib_sd.P" 0.694 0.975 0.202 0.34 0.48 0.748 2.488 1.002 1900
"flow_mu.P" -0.14 0.217 -0.271 -0.17 -0.138 -0.106 -0.007 1.161 1500
"flow_sd.P" 0.09 0.214 0.021 0.039 0.058 0.092 0.332 1.001 3000
"pro_sd.P" 0.54 0.022 0.499 0.525 0.539 0.554 0.586 1.002 1500
"b0_pCap[1]" -2.988 0.052 -3.091 -3.022 -2.989 -2.954 -2.888 1.004 630
"b0_pCap[2]" -3.072 0.041 -3.151 -3.1 -3.072 -3.044 -2.989 1.003 940
"b0_pCap[3]" -2.353 0.049 -2.449 -2.384 -2.352 -2.321 -2.257 1.005 480
"b0_pCap[4]" -2.792 1.167 -4.774 -3.169 -2.806 -2.44 -0.74 1.024 3000
"b0_pCap[5]" -2.822 1.397 -4.815 -3.19 -2.81 -2.469 -0.926 1.064 3000
"b0_pCap[6]" -2.793 1.248 -4.566 -3.169 -2.803 -2.432 -0.627 1.002 3000
"b0_pCap[7]" -2.845 1.649 -4.678 -3.193 -2.805 -2.413 -1.015 1.14 1600
"b0_pCap[8]" -2.786 1.121 -4.659 -3.156 -2.816 -2.425 -0.767 1.003 3000
"b_flow[1]" -0.117 0.045 -0.206 -0.148 -0.118 -0.087 -0.027 1.01 220
"b_flow[2]" -0.143 0.043 -0.232 -0.17 -0.142 -0.114 -0.059 1.003 870
"b_flow[3]" -0.153 0.043 -0.242 -0.181 -0.152 -0.125 -0.072 1.005 470
"b_flow[4]" -0.134 0.169 -0.38 -0.189 -0.139 -0.086 0.129 1.006 600
"b_flow[5]" -0.133 0.445 -0.391 -0.186 -0.136 -0.085 0.132 1.076 2300
"b_flow[6]" -0.143 0.175 -0.39 -0.191 -0.139 -0.086 0.09 1.017 840
"b_flow[7]" -0.144 0.42 -0.403 -0.189 -0.138 -0.088 0.124 1.21 1900
"b_flow[8]" -0.142 0.31 -0.374 -0.188 -0.137 -0.084 0.087 1.194 3000
"pCap_U[1]" 0.06 0.031 0.019 0.038 0.054 0.075 0.136 1.001 2300
"pCap_U[2]" 0.061 0.032 0.019 0.038 0.053 0.075 0.142 1.001 3000
"pCap_U[3]" 0.062 0.032 0.019 0.039 0.055 0.077 0.142 1.001 2400
"pCap_U[4]" 0.062 0.033 0.019 0.039 0.056 0.079 0.147 1.001 3000
"pCap_U[5]" 0.06 0.031 0.019 0.038 0.054 0.075 0.139 1.001 3000
"pCap_U[6]" 0.06 0.032 0.019 0.038 0.053 0.074 0.141 1.001 3000
"pCap_U[7]" 0.032 0.008 0.019 0.027 0.032 0.037 0.05 1.001 3000
"pCap_U[8]" 0.055 0.029 0.018 0.034 0.048 0.068 0.129 1.001 2000
"pCap_U[9]" 0.07 0.012 0.048 0.062 0.069 0.077 0.094 1 3000
"pCap_U[10]" 0.043 0.023 0.014 0.027 0.038 0.053 0.101 1.001 3000
"pCap_U[11]" 0.032 0.006 0.021 0.028 0.031 0.035 0.044 1.001 3000
"pCap_U[12]" 0.056 0.008 0.042 0.05 0.055 0.061 0.072 1.002 2000
"pCap_U[13]" 0.033 0.006 0.023 0.029 0.033 0.037 0.046 1.001 2500
"pCap_U[14]" 0.045 0.009 0.028 0.038 0.044 0.05 0.065 1.001 3000
"pCap_U[15]" 0.038 0.006 0.026 0.033 0.037 0.042 0.051 1.001 3000
"pCap_U[16]" 0.032 0.006 0.022 0.028 0.032 0.036 0.045 1.002 1500
"pCap_U[17]" 0.041 0.007 0.029 0.036 0.04 0.045 0.056 1.001 2900
"pCap_U[18]" 0.04 0.007 0.028 0.036 0.04 0.044 0.054 1.001 2700
"pCap_U[19]" 0.062 0.008 0.046 0.056 0.062 0.067 0.08 1.001 3000
"pCap_U[20]" 0.047 0.007 0.035 0.042 0.047 0.052 0.062 1.001 3000
"pCap_U[21]" 0.038 0.008 0.024 0.032 0.037 0.043 0.056 1.001 3000
"pCap_U[22]" 0.052 0.008 0.038 0.047 0.052 0.057 0.068 1.001 3000
"pCap_U[23]" 0.05 0.007 0.037 0.044 0.049 0.055 0.064 1.002 1900
"pCap_U[24]" 0.074 0.012 0.052 0.065 0.073 0.081 0.099 1.002 1900
"pCap_U[25]" 0.05 0.026 0.016 0.031 0.044 0.063 0.115 1.001 3000
"pCap_U[26]" 0.051 0.027 0.016 0.032 0.045 0.063 0.125 1.001 3000
