"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"b_flow[8]" -0.136 0.179 -0.392 -0.193 -0.138 -0.084 0.132 1.007 2200
"pCap_U[1]" 0.059 0.031 0.018 0.037 0.052 0.074 0.134 1.001 3000
"pCap_U[2]" 0.06 0.032 0.02 0.037 0.053 0.075 0.144 1.001 3000
"pCap_U[3]" 0.06 0.032 0.018 0.037 0.053 0.076 0.138 1.001 3000
"pCap_U[4]" 0.06 0.032 0.019 0.037 0.054 0.075 0.142 1.001 2400
"pCap_U[5]" 0.06 0.032 0.018 0.037 0.053 0.076 0.142 1.002 1100
"pCap_U[6]" 0.061 0.034 0.02 0.039 0.054 0.076 0.149 1.001 3000
"pCap_U[7]" 0.061 0.031 0.019 0.038 0.054 0.075 0.138 1.001 3000
"pCap_U[8]" 0.06 0.031 0.02 0.038 0.053 0.074 0.138 1.001 3000
"pCap_U[9]" 0.059 0.032 0.018 0.037 0.053 0.075 0.138 1.001 3000
"pCap_U[10]" 0.043 0.015 0.02 0.033 0.041 0.052 0.079 1.001 2600
"pCap_U[11]" 0.034 0.01 0.018 0.026 0.033 0.04 0.058 1.001 3000
"pCap_U[12]" 0.044 0.009 0.027 0.037 0.043 0.05 0.064 1.001 3000
"pCap_U[13]" 0.024 0.005 0.016 0.021 0.024 0.028 0.035 1.001 3000
"pCap_U[14]" 0.031 0.006 0.021 0.027 0.031 0.035 0.043 1.001 3000
"pCap_U[15]" 0.044 0.007 0.032 0.039 0.043 0.048 0.058 1.002 1200
"pCap_U[16]" 0.075 0.009 0.059 0.069 0.075 0.081 0.093 1.001 3000
"pCap_U[17]" 0.08 0.009 0.063 0.074 0.08 0.086 0.099 1.002 2000
"pCap_U[18]" 0.049 0.008 0.034 0.043 0.049 0.054 0.066 1.001 3000
"pCap_U[19]" 0.073 0.008 0.057 0.067 0.072 0.078 0.09 1.001 3000
"pCap_U[20]" 0.064 0.012 0.043 0.055 0.063 0.071 0.09 1.001 3000
"pCap_U[21]" 0.033 0.01 0.017 0.026 0.032 0.039 0.055 1.001 3000
"pCap_U[22]" 0.041 0.011 0.022 0.033 0.04 0.048 0.066 1.001 3000
"pCap_U[23]" 0.066 0.012 0.044 0.057 0.065 0.073 0.091 1.001 3000
"pCap_U[24]" 0.045 0.008 0.031 0.04 0.045 0.051 0.062 1.002 1900
"pCap_U[25]" 0.067 0.021 0.034 0.052 0.065 0.079 0.116 1.002 2500
"pCap_U[26]" 0.035 0.013 0.015 0.025 0.033 0.042 0.065 1.003 880
"pCap_U[27]" 0.042 0.014 0.02 0.032 0.04 0.05 0.073 1.001 3000
"pCap_U[28]" 0.033 0.014 0.013 0.023 0.03 0.04 0.065 1.001 3000
"pCap_U[29]" 0.039 0.022 0.012 0.023 0.033 0.048 0.095 1.001 3000
"pCap_U[30]" 0.046 0.025 0.014 0.029 0.041 0.058 0.107 1.001 3000
"pCap_U[31]" 0.05 0.027 0.016 0.031 0.044 0.062 0.114 1.002 1600
"N[1]" 18.604 21.402 0.402 4.869 11.275 24.652 78.011 1.002 1500
"N[2]" 10.253 14.447 0.121 2.104 5.456 12.665 48.461 1.002 3000
"N[3]" 21.829 25.613 1.618 6.588 13.855 28.052 86.795 1.001 2600
"N[4]" 8.195 12.46 0.075 1.402 4.249 9.769 39.61 1.005 450
"N[5]" 7.414 11.075 0.064 1.187 3.635 8.683 36.95 1.005 3000
"N[6]" 508.362 426.834 78.957 263.975 407.4 619.925 1580.05 1.002 3000
"N[7]" 51.779 51.202 6.589 21.917 38.05 64.88 175.707 1.001 3000
"N[8]" 5.835 9.04 0.047 0.816 2.656 7.022 30.233 1.004 730
"N[9]" 5.181 8.027 0.028 0.715 2.256 6.314 27.29 1.01 280
"N[10]" 5.243 7.897 0.033 0.727 2.39 6.213 28.053 1.004 580
"N[11]" 5.837 10.07 0.038 0.735 2.514 6.968 32.015 1.002 1000
"N[12]" 5.397 8.328 0.032 0.687 2.336 6.54 29.417 1.004 620
"N[13]" 7.143 12.597 0.045 0.843 2.676 8.006 43.052 1.001 3000
"N[14]" 6.766 10.955 0.047 0.901 2.869 7.888 35.767 1.005 990
"N[15]" 18.224 18.143 1.484 5.827 12.75 23.955 70.73 1.001 3000
"N[16]" 4.931 6.585 0.061 0.922 2.55 6.407 23.67 1.002 1500
"N[17]" 5.408 6.855 0.055 1.104 2.981 7 23.95 1.003 2600
"N[18]" 8.086 10.647 0.081 1.485 4.393 10.63 37.081 1.004 950
"N[19]" 16.439 13.622 1.729 6.832 12.87 21.702 51.435 1.002 1100
"N[20]" 60.062 32.469 16.5 37.08 53.8 76.742 141.2 1.001 3000
"N[21]" 151.673 95.016 31.159 86.78 129.8 194.025 392.9 1.002 3000
"N[22]" 275.403 139.248 86.444 183.575 250.7 337.625 604.645 1.001 3000
"N[23]" 184.089 72.008 77.366 135.875 173.25 218.225 357.112 1.002 2000
"N[24]" 178.694 78.721 69.058 123.225 164.7 219.6 367.125 1.001 3000
"N[25]" 129 73.116 35.366 79.435 113.8 159.6 317.5 1.001 3000
"N[26]" 128.793 97.284 21.373 65.665 104 161.55 396.715 1.004 560
"N[27]" 54.82 44.576 6.641 25.677 43.295 71.712 168.232 1.001 3000
"N[28]" 67.335 58.836 7.065 27.52 49.97 87.86 231.515 1.002 1400
"N[29]" 59.288 62.943 4.838 20.957 41.4 74.355 217.617 1.001 3000
"N[30]" 9.784 16.733 0.052 1.266 4.118 11.342 52.619 1.003 780
"N[31]" 4.945 10.961 0 0.085 0.888 4.634 35.346 1.006 1200
"Ntot" 2024.811 508.073 1332.95 1700 1947.5 2229 3207 1.001 3000
"sd.N" 1.37 1.091 0.211 0.636 1.093 1.748 4.374 1.005 480
"sd.Ne" 1.83 0.556 1.038 1.446 1.742 2.105 3.105 1.004 620
"deviance" 3046.622 36.392 2982 3022 3044 3068 3121.025 1.001 2300
