"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"trib_mu.P" -2.792 0.948 -3.719 -2.993 -2.803 -2.616 -1.828 1.054 3000
"trib_sd.P" 0.713 1.441 0.207 0.339 0.479 0.741 2.407 1.002 3000
"flow_mu.P" -0.138 0.098 -0.28 -0.171 -0.137 -0.103 0.014 1.047 730
"flow_sd.P" 0.094 0.127 0.023 0.041 0.062 0.103 0.366 1.002 2800
"pro_sd.P" 0.539 0.022 0.498 0.524 0.538 0.553 0.586 1.001 3000
"b0_pCap[1]" -2.991 0.053 -3.092 -3.028 -2.992 -2.955 -2.886 1.008 290
"b0_pCap[2]" -3.073 0.04 -3.154 -3.1 -3.073 -3.046 -2.995 1.002 1200
"b0_pCap[3]" -2.349 0.049 -2.445 -2.382 -2.348 -2.317 -2.252 1.01 210
"b0_pCap[4]" -2.773 1.883 -4.491 -3.171 -2.795 -2.423 -0.837 1.027 3000
"b0_pCap[5]" -2.797 2.198 -4.861 -3.181 -2.803 -2.441 -0.751 1.064 1400
"b0_pCap[6]" -2.802 1.426 -4.809 -3.166 -2.811 -2.432 -0.762 1.014 1000
"b0_pCap[7]" -2.793 1.28 -4.719 -3.195 -2.818 -2.435 -0.753 1.021 3000
"b0_pCap[8]" -2.771 2.242 -4.885 -3.183 -2.796 -2.439 -0.772 1.067 1000
"b_flow[1]" -0.112 0.047 -0.202 -0.145 -0.114 -0.082 -0.014 1.007 320
"b_flow[2]" -0.143 0.043 -0.228 -0.171 -0.142 -0.113 -0.06 1.005 450
"b_flow[3]" -0.157 0.043 -0.243 -0.185 -0.156 -0.128 -0.074 1.002 1600
"b_flow[4]" -0.138 0.19 -0.438 -0.193 -0.137 -0.084 0.166 1.035 3000
"b_flow[5]" -0.141 0.212 -0.406 -0.189 -0.136 -0.083 0.112 1.098 1100
"b_flow[6]" -0.142 0.154 -0.417 -0.194 -0.139 -0.089 0.131 1.012 1800
"b_flow[7]" -0.137 0.162 -0.425 -0.19 -0.138 -0.082 0.127 1.003 3000
"b_flow[8]" -0.139 0.175 -0.421 -0.189 -0.138 -0.084 0.133 1.029 2500
"pCap_U[1]" 0.056 0.03 0.017 0.034 0.049 0.069 0.137 1.001 3000
"pCap_U[2]" 0.056 0.03 0.018 0.035 0.05 0.07 0.132 1.001 3000
"pCap_U[3]" 0.058 0.03 0.019 0.036 0.051 0.071 0.134 1.001 2200
"pCap_U[4]" 0.057 0.03 0.018 0.036 0.052 0.071 0.13 1.001 3000
"pCap_U[5]" 0.058 0.031 0.018 0.037 0.052 0.073 0.138 1.001 3000
"pCap_U[6]" 0.059 0.032 0.018 0.036 0.052 0.074 0.142 1.001 3000
"pCap_U[7]" 0.06 0.032 0.019 0.037 0.053 0.074 0.144 1.001 3000
"pCap_U[8]" 0.06 0.031 0.019 0.038 0.053 0.074 0.142 1.001 2800
"pCap_U[9]" 0.057 0.03 0.017 0.036 0.051 0.071 0.136 1.001 3000
"pCap_U[10]" 0.06 0.031 0.02 0.037 0.052 0.075 0.14 1.002 1900
"pCap_U[11]" 0.094 0.012 0.073 0.086 0.094 0.102 0.118 1.001 3000
"pCap_U[12]" 0.092 0.014 0.065 0.082 0.091 0.101 0.121 1.001 2000
"pCap_U[13]" 0.086 0.008 0.071 0.08 0.085 0.091 0.101 1.001 3000
"pCap_U[14]" 0.138 0.01 0.12 0.131 0.137 0.144 0.157 1.003 820
"pCap_U[15]" 0.093 0.011 0.074 0.085 0.093 0.1 0.116 1.001 3000
"pCap_U[16]" 0.089 0.011 0.068 0.081 0.089 0.096 0.113 1.001 2100
"pCap_U[17]" 0.12 0.013 0.096 0.111 0.119 0.128 0.146 1.002 1000
"pCap_U[18]" 0.073 0.01 0.054 0.066 0.072 0.079 0.093 1.001 3000
"pCap_U[19]" 0.09 0.011 0.069 0.082 0.089 0.097 0.114 1.001 3000
"pCap_U[20]" 0.044 0.024 0.013 0.027 0.039 0.055 0.107 1.003 860
"pCap_U[21]" 0.046 0.009 0.031 0.04 0.046 0.052 0.065 1.001 3000
"pCap_U[22]" 0.041 0.023 0.013 0.025 0.036 0.052 0.096 1.002 1400
"pCap_U[23]" 0.05 0.026 0.016 0.031 0.044 0.062 0.114 1.001 3000
"pCap_U[24]" 0.047 0.025 0.014 0.029 0.041 0.058 0.109 1.001 3000
"pCap_U[25]" 0.05 0.026 0.015 0.032 0.045 0.063 0.114 1.001 3000
"pCap_U[26]" 0.044 0.025 0.014 0.027 0.038 0.055 0.106 1.001 2100
"pCap_U[27]" 0.051 0.027 0.017 0.031 0.045 0.064 0.12 1.001 3000
"pCap_U[28]" 0.052 0.028 0.017 0.032 0.046 0.065 0.123 1.002 1900
"pCap_U[29]" 0.052 0.029 0.017 0.032 0.046 0.066 0.126 1.002 2000
"pCap_U[30]" 0.054 0.029 0.018 0.034 0.048 0.068 0.13 1.001 3000
"pCap_U[31]" 0.056 0.03 0.017 0.035 0.049 0.069 0.131 1.001 2100
"N[1]" 1567.509 2142.36 6.782 145.275 614.05 2108.498 7996.898 1.001 3000
"N[2]" 1309.144 2037.557 0.122 60.655 366.95 1621.249 7772.674 1.103 35
"N[3]" 1356.105 2079.494 0.225 60.01 389.7 1708.249 8013.823 1.089 38
"N[4]" 17.453 24.288 0.267 3.622 9.356 22.122 86.402 1.01 220
"N[5]" 76.506 70.37 8.053 33.167 57.695 96.182 254.451 1.001 3000
"N[6]" 142.761 125.163 17.528 65.435 109.8 179.2 476.8 1.001 3000
"N[7]" 2136.275 1688.298 299.442 1152.75 1744 2564 6754.4 1.001 3000
"N[8]" 55934.077 30669.098 10558.747 34130 50534.998 71772.489 133002.499 1.001 3000
"N[9]" 70631.818 36706.238 14639.249 44259.997 64854.998 90427.499 160207.493 1.001 3000
"N[10]" 12203.506 8227.522 2009.598 6795.5 10449.995 15420 33815.979 1.001 3000
"N[11]" 2119.66 382.607 1437.95 1885 2095 2330 2980.15 1.001 3000
"N[12]" 7519.669 1717.441 4597.825 6511.5 7352 8301.25 11740.998 1.001 3000
"N[13]" 10384.956 1423.703 7698.625 9524 10310 11130 13570.749 1.001 3000
"N[14]" 598.901 86.283 443.195 539.35 595.45 649.225 784.632 1.002 1800
"N[15]" 103.158 35.683 45.904 77.59 98.995 124.425 185.812 1.001 3000
"N[16]" 95.203 36.132 39.819 68.965 90.21 115.325 183 1.001 3000
"N[17]" 30.182 15.701 8.439 18.987 27.23 38.085 69.291 1.002 1300
"N[18]" 22.76 16.801 2.914 10.65 18.585 30.75 65.868 1.003 720
