"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"pCap_U[21]" 0.055 0.029 0.017 0.035 0.049 0.068 0.129 1.002 1600
"pCap_U[22]" 0.054 0.029 0.017 0.033 0.048 0.067 0.12 1.001 3000
"pCap_U[23]" 0.056 0.03 0.017 0.035 0.05 0.069 0.132 1.001 3000
"pCap_U[24]" 0.054 0.028 0.017 0.033 0.047 0.068 0.122 1.001 3000
"pCap_U[25]" 0.048 0.026 0.015 0.03 0.042 0.06 0.115 1.001 3000
"pCap_U[26]" 0.048 0.026 0.016 0.03 0.043 0.06 0.114 1.001 3000
"pCap_U[27]" 0.051 0.027 0.016 0.032 0.045 0.064 0.119 1.001 3000
"pCap_U[28]" 0.052 0.028 0.016 0.032 0.047 0.066 0.123 1.001 3000
"pCap_U[29]" 0.051 0.026 0.016 0.032 0.045 0.063 0.114 1.001 2200
"pCap_U[30]" 0.053 0.028 0.017 0.033 0.046 0.065 0.129 1.001 3000
"pCap_U[31]" 0.049 0.026 0.015 0.031 0.044 0.061 0.118 1.001 3000
"N[1]" 902.377 1106.546 6.056 117.375 430.749 1281.5 4166.275 1.003 720
"N[2]" 491.541 944.452 0.04 4.581 63.535 456.175 3724.15 1.024 89
"N[3]" 12.296 17.508 0.084 1.716 5.992 15.63 60.908 1.006 370
"N[4]" 13.987 19.547 0.199 2.521 7.332 17.942 63.56 1.003 790
"N[5]" 16.28 20.874 0.39 3.731 9.544 20.467 73.709 1.001 3000
"N[6]" 1105.822 889.754 171.085 591.3 893.65 1337.25 3376.2 1.001 2400
"N[7]" 15075.347 10181.248 2242.775 8218.249 12664.999 19280 43617.972 1.002 3000
"N[8]" 2255.791 1740.569 353.722 1226 1842 2727.25 6718.823 1.003 810
"N[9]" 228.758 193.17 31.248 116.1 182.85 280.125 688.94 1.001 3000
"N[10]" 8003.571 1292.448 5610.7 7200.75 7906 8688.25 10930.25 1.001 2100
"N[11]" 29551.131 5971.304 19029.75 25960 29050 32380 43220.5 1.001 3000
"N[12]" 35790.485 19510.392 6048.298 21307.5 32290 47402.495 82321.999 1.002 1700
"N[13]" 6559.924 1386.013 4284.95 5740.25 6427 7215.5 9582.549 1.002 1200
"N[14]" 3423.805 808.897 2063.8 2918.75 3342 3809.5 5370.972 1.001 3000
"N[15]" 3251.758 902.117 1729.774 2679 3150 3712 5415.05 1.001 3000
"N[16]" 363.081 76.408 234.797 310 356.4 407.925 537.512 1.003 840
"N[17]" 78.496 25.417 38.229 60.727 74.885 93.145 138.705 1.001 3000
"N[18]" 89.017 90.746 9.222 37.592 65.37 110.65 312.029 1.001 3000
"N[19]" 157.617 141.618 20.518 71.56 119.9 198.5 550.915 1.001 3000
"N[20]" 417.223 389.216 57.775 207.475 326.8 507.2 1337.299 1.001 3000
"N[21]" 216.783 190.238 29.519 108.9 170.15 267.925 671.85 1.003 770
"N[22]" 277.192 225.322 39.762 138.375 219 338.825 877.8 1.001 3000
"N[23]" 784.958 647.842 108.592 407.925 629.25 947.65 2515.025 1.001 3000
"N[24]" 608.84 539.118 88.656 312.325 490.7 742.3 1916.497 1.001 3000
"N[25]" 1817.75 1431.577 227.685 964.925 1465.5 2188.5 5736.972 1 3000
"N[26]" 2078.035 1692.304 242.79 1109.75 1662.499 2556.25 6530.125 1.001 3000
"N[27]" 1723.955 1297.04 234.955 916.8 1405.5 2165.25 5187.524 1.002 1800
"N[28]" 751.686 603.73 107.39 390.675 610.25 913.675 2398 1.001 3000
"N[29]" 391.278 312.178 59.919 197.825 312.2 492.725 1199.05 1.001 3000
"N[30]" 273.93 222.652 38.733 137.9 217.1 340.775 810.475 1.001 3000
"N[31]" 446.631 338.373 59.756 231.175 358.55 555.175 1336.274 1.001 3000
"Ntot" 117159.28 23130.454 79843.49 100574.991 114400 131400 167602.499 1.001 3000
"sd.N" 2.073 2.319 0.121 0.231 0.591 3.792 7.324 1.041 54
"sd.Ne" 1.925 0.51 1.072 1.522 1.923 2.283 2.976 1.021 100
"deviance" 3826.416 741.415 3232.975 3391 3575 3966.5 5950.05 1.003 3000
