"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"pCap_U[24]" 0.099 0.016 0.071 0.088 0.098 0.109 0.133 1.002 1100
"pCap_U[25]" 0.051 0.027 0.016 0.031 0.044 0.063 0.12 1.001 3000
"pCap_U[26]" 0.054 0.028 0.017 0.034 0.048 0.066 0.126 1.001 3000
"pCap_U[27]" 0.053 0.028 0.016 0.033 0.047 0.066 0.125 1.001 2200
"pCap_U[28]" 0.05 0.026 0.016 0.031 0.045 0.062 0.113 1.002 1400
"pCap_U[29]" 0.048 0.026 0.015 0.029 0.042 0.06 0.113 1.001 3000
"pCap_U[30]" 0.048 0.025 0.016 0.03 0.043 0.06 0.112 1.001 3000
"pCap_U[31]" 0.054 0.028 0.017 0.034 0.049 0.068 0.126 1.001 2400
"N[1]" 1111.147 1125.064 53.728 288.2 680.75 1573.249 4226.025 1.001 3000
"N[2]" 62.268 232.35 0.128 2.617 9.839 37.762 444.612 1.017 130
"N[3]" 44.19 152.123 0.371 4.107 12.265 34.46 263.41 1.012 180
"N[4]" 16.599 16.601 1.063 5.761 11.63 21.88 61.404 1.007 290
"N[5]" 190.123 149.975 32.303 98.16 151.7 234.35 594.9 1.001 3000
"N[6]" 180.622 147.399 31.089 93.735 145.4 223.425 528.817 1.001 3000
"N[7]" 1356.832 1131.334 207.194 724.95 1106 1636.25 4072.324 1.003 750
"N[8]" 3021.256 1453.735 1018.975 2200 2774.5 3564.25 6454.125 1.002 3000
"N[9]" 10500.92 7196.085 1601.649 5897.75 8911.5 12964.997 29824.487 1.003 870
"N[10]" 30724.556 11509.113 11368.747 23264.998 28975 36932.5 59132.248 1.001 2400
"N[11]" 23865.731 4424.565 15799.75 21180 23470 26182.5 33330.25 1.001 3000
"N[12]" 6095.076 1221.979 3983.775 5333 5997 6730 8989.475 1.001 3000
"N[13]" 9405.142 2515.61 5077.172 7895.75 9137 10622.499 15190 1.001 3000
"N[14]" 2340.608 521.105 1433.975 2003 2289 2622 3492.05 1.001 3000
"N[15]" 382.606 141.937 166.995 283.9 360.9 459.775 725.53 1.002 1700
"N[16]" 88.329 34.63 34.345 63.497 83.95 107.9 168.72 1.001 3000
"N[17]" 531.481 188.376 241.185 401.4 500.2 635.8 982.177 1.001 3000
"N[18]" 58.959 37.582 10.889 31.815 50.325 77.87 154.502 1.001 3000
"N[19]" 58.606 40.98 9.404 29.61 48.845 77.005 167.412 1.001 3000
"N[20]" 115.499 66.484 30.253 68.002 100.95 147 281.11 1.003 830
"N[21]" 148.783 61.91 55.662 104 139.7 182.35 292.917 1.001 3000
"N[22]" 68.068 38.949 17.129 40.145 60.36 86.645 163.74 1.001 3000
"N[23]" 101.151 53.657 26.949 62.572 91.555 128.025 232.012 1.001 3000
"N[24]" 129.139 44.493 61.009 98.312 122.7 153.825 235.307 1.001 3000
"N[25]" 459.304 347.88 71.518 247.05 382.8 557.725 1382.398 1.001 3000
"N[26]" 795.33 651.71 103.682 425.45 638.85 965.05 2354.721 1.001 3000
"N[27]" 299.109 241.986 44.448 156.775 244.7 371.825 868.25 1.001 2900
"N[28]" 266.573 220.622 41.136 138 210.05 327.625 800.137 1.002 1700
"N[29]" 277.813 232.045 45.528 143.1 222.25 340.225 855.71 1.001 3000
"N[30]" 38.723 34.623 4.001 16.102 29.27 50.167 129.027 1.001 2200
"N[31]" 20.766 24.528 1.462 6.004 12.955 25.812 86.03 1.001 3000
"Ntot" 92755.077 14989.708 67569.75 82467.5 91255 101400 126500 1.003 670
"sd.N" 4.458 1.425 2.317 3.509 4.226 5.163 7.968 1.002 1600
"sd.Ne" 0.946 0.21 0.615 0.799 0.92 1.059 1.444 1.002 1900
"deviance" 3387.549 385.19 3121 3203 3282 3433 4281.2 1.011 3000
