"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"b_flow[12]" -0.534 0.072 -0.675 -0.584 -0.532 -0.484 -0.395 1.003 930
"b_flow[13]" -1.775 0.529 -2.848 -2.13 -1.76 -1.398 -0.779 1.01 730
"b_flow[14]" -0.355 0.734 -1.888 -0.785 -0.345 0.071 1.175 1.001 3000
"b_flow[15]" -0.37 0.718 -1.814 -0.785 -0.365 0.053 1.025 1.002 3000
"b_flow[16]" -0.348 0.735 -1.885 -0.779 -0.332 0.07 1.144 1.001 3000
"pCap_U[1]" 0.043 0.014 0.021 0.033 0.041 0.051 0.074 1.002 1200
"pCap_U[2]" 0.069 0.007 0.056 0.064 0.068 0.073 0.083 1.001 3000
"pCap_U[3]" 0.082 0.007 0.069 0.078 0.082 0.087 0.097 1.001 3000
"pCap_U[4]" 0.072 0.005 0.062 0.069 0.072 0.076 0.083 1.001 3000
"pCap_U[5]" 0.066 0.005 0.057 0.063 0.066 0.07 0.077 1.001 3000
"pCap_U[6]" 0.056 0.006 0.045 0.051 0.055 0.059 0.068 1.001 3000
"pCap_U[7]" 0.071 0.006 0.061 0.067 0.071 0.075 0.083 1.002 1600
"pCap_U[8]" 0.08 0.008 0.064 0.074 0.079 0.085 0.097 1.001 3000
"pCap_U[9]" 0.055 0.007 0.043 0.051 0.055 0.059 0.068 1.001 3000
"pCap_U[10]" 0.061 0.007 0.048 0.056 0.061 0.065 0.075 1.001 3000
"pCap_U[11]" 0.069 0.01 0.052 0.062 0.069 0.075 0.09 1.001 3000
"pCap_U[12]" 0.045 0.007 0.033 0.041 0.045 0.049 0.059 1.001 3000
"pCap_U[13]" 0.048 0.011 0.03 0.041 0.048 0.055 0.072 1.001 3000
"pCap_U[14]" 0.016 0.013 0.003 0.007 0.012 0.02 0.051 1.001 3000
"pCap_U[15]" 0.022 0.016 0.005 0.011 0.018 0.028 0.064 1.001 3000
"pCap_U[16]" 0.033 0.023 0.008 0.017 0.026 0.042 0.091 1.001 3000
"pCap_U[17]" 0.034 0.023 0.008 0.018 0.028 0.043 0.097 1.001 3000
"pCap_U[18]" 0.035 0.025 0.008 0.018 0.029 0.044 0.098 1.002 1300
"pCap_U[19]" 0.035 0.024 0.008 0.019 0.028 0.043 0.097 1.001 3000
"pCap_U[20]" 0.035 0.025 0.007 0.018 0.028 0.044 0.101 1.001 3000
"pCap_U[21]" 0.035 0.024 0.008 0.018 0.028 0.044 0.094 1.001 2300
"pCap_U[22]" 0.034 0.024 0.008 0.018 0.028 0.043 0.097 1.001 3000
"N[1]" 63.928 41.526 10.32 34.855 54.785 83.482 173.425 1.001 3000
"N[2]" 91.395 37.553 36.234 63.89 85.71 112.1 181 1.001 3000
"N[3]" 36.184 17.838 10.059 23.427 33.29 45.69 78.907 1.002 1100
"N[4]" 26.843 16.895 3.274 14.07 23.825 36.74 69.164 1.003 1200
"N[5]" 80.225 31.153 32.817 57.767 76.08 97.58 151.02 1.004 610
"N[6]" 88.213 36.647 29.069 61.725 84.355 110.5 171.605 1.002 1900
"N[7]" 318.863 72.326 197.99 267.5 310.9 363.425 476.505 1.002 1600
"N[8]" 327.041 75.89 200 274.25 319.5 370.125 496.022 1.001 3000
"N[9]" 327.867 86.559 187.1 266.9 318.7 378.15 531.502 1.001 2300
"N[10]" 130.796 47.732 55.647 96.65 124.3 158.4 244.202 1.002 2000
"N[11]" 220.94 64.509 119.197 175.6 211.4 257.9 369.302 1.002 1400
"N[12]" 93.356 39.385 32.336 64.705 87.46 116.25 184.705 1.001 3000
"N[13]" 52.146 28.602 11.759 31.537 47.205 67.502 122.702 1.003 930
"N[14]" 36.357 31.912 2.586 15.582 28.395 46.975 118.802 1.002 1200
"N[15]" 39.725 44.373 4.269 15.517 27.375 46.917 157.407 1.001 3000
"N[16]" 14.218 14.306 1.121 5.355 10.29 18.355 54.146 1.001 2200
"N[17]" 17.446 24.138 1.409 4.851 10.11 20.542 73.868 1.002 1400
"N[18]" 6.548 10.387 0.213 1.4 3.366 7.42 32.945 1.003 780
"N[19]" 4.408 8.07 0.054 0.535 1.591 4.773 27.702 1.002 2000
"N[20]" 3.158 7.422 0.006 0.156 0.682 2.964 21.732 1.007 1600
"N[21]" 2.26 6.143 0 0.035 0.249 1.577 18.252 1.018 470
"N[22]" 1.6 6.964 0 0.001 0.018 0.413 14.343 1.053 170
"Ntot" 1983.514 207.107 1608.95 1841 1977 2118.25 2411.025 1.002 1800
"sd.N" 1.489 1.271 0.157 0.604 1.232 1.948 4.804 1.004 3000
"sd.Ne" 0.809 0.404 0.242 0.512 0.734 1.028 1.777 1.002 3000
"deviance" 6028.581 45.793 5941 5998 6029 6058 6122 1.001 3000
