"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"trib_mu.P" -2.792 0.874 -3.775 -2.995 -2.807 -2.612 -1.802 1.11 3000
"trib_sd.P" 0.71 1.208 0.209 0.336 0.48 0.728 2.352 1.002 2300
"flow_mu.P" -0.139 0.094 -0.29 -0.173 -0.139 -0.105 0.013 1.008 3000
"flow_sd.P" 0.096 0.182 0.021 0.039 0.062 0.102 0.364 1.001 3000
"pro_sd.P" 0.539 0.022 0.499 0.524 0.538 0.553 0.584 1.001 3000
"b0_pCap[1]" -2.99 0.052 -3.092 -3.025 -2.989 -2.955 -2.892 1.005 480
"b0_pCap[2]" -3.074 0.04 -3.154 -3.1 -3.074 -3.047 -2.992 1.002 1200
"b0_pCap[3]" -2.348 0.047 -2.441 -2.377 -2.348 -2.316 -2.254 1.001 2700
"b0_pCap[4]" -2.79 1.785 -4.834 -3.171 -2.801 -2.415 -0.793 1.059 3000
"b0_pCap[5]" -2.805 1.364 -4.733 -3.179 -2.816 -2.456 -0.851 1.039 810
"b0_pCap[6]" -2.797 1.557 -4.591 -3.172 -2.8 -2.422 -0.904 1.051 3000
"b0_pCap[7]" -2.815 1.674 -4.897 -3.218 -2.825 -2.44 -0.987 1.049 3000
"b0_pCap[8]" -2.799 2.101 -4.764 -3.184 -2.816 -2.434 -0.794 1.093 2000
"b_flow[1]" -0.115 0.046 -0.2 -0.146 -0.115 -0.086 -0.018 1.001 2300
"b_flow[2]" -0.143 0.044 -0.228 -0.173 -0.142 -0.115 -0.054 1.002 1200
"b_flow[3]" -0.159 0.043 -0.242 -0.188 -0.159 -0.13 -0.079 1.001 3000
"b_flow[4]" -0.139 0.227 -0.399 -0.191 -0.138 -0.085 0.15 1.046 3000
"b_flow[5]" -0.14 0.19 -0.415 -0.191 -0.138 -0.086 0.135 1.006 1200
"b_flow[6]" -0.143 0.206 -0.417 -0.191 -0.14 -0.086 0.155 1.062 3000
"b_flow[7]" -0.141 0.23 -0.393 -0.192 -0.138 -0.087 0.122 1.058 3000
"b_flow[8]" -0.145 0.186 -0.459 -0.19 -0.14 -0.086 0.13 1.001 3000
"pCap_U[1]" 0.061 0.033 0.02 0.038 0.054 0.076 0.141 1.001 3000
"pCap_U[2]" 0.06 0.031 0.019 0.038 0.054 0.076 0.137 1.001 3000
"pCap_U[3]" 0.061 0.032 0.019 0.038 0.054 0.077 0.14 1.001 3000
"pCap_U[4]" 0.062 0.033 0.019 0.038 0.055 0.079 0.143 1.001 3000
"pCap_U[5]" 0.061 0.032 0.019 0.038 0.054 0.076 0.141 1.001 3000
"pCap_U[6]" 0.06 0.031 0.019 0.038 0.054 0.076 0.138 1.002 1300
"pCap_U[7]" 0.061 0.032 0.019 0.038 0.053 0.077 0.146 1.002 1400
"pCap_U[8]" 0.061 0.034 0.019 0.038 0.054 0.077 0.145 1.001 3000
"pCap_U[9]" 0.061 0.032 0.019 0.038 0.054 0.076 0.141 1.001 3000
"pCap_U[10]" 0.056 0.03 0.018 0.035 0.05 0.07 0.133 1.001 3000
"pCap_U[11]" 0.068 0.008 0.054 0.062 0.067 0.073 0.083 1.001 3000
"pCap_U[12]" 0.052 0.008 0.038 0.047 0.052 0.057 0.068 1.001 3000
"pCap_U[13]" 0.084 0.007 0.071 0.079 0.084 0.088 0.097 1.002 1900
