"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"pCap_U[14]" 0.079 0.006 0.067 0.074 0.078 0.083 0.091 1.001 3000
"pCap_U[15]" 0.068 0.008 0.054 0.063 0.068 0.073 0.083 1.001 3000
"pCap_U[16]" 0.054 0.029 0.016 0.034 0.048 0.068 0.126 1.001 3000
"pCap_U[17]" 0.046 0.006 0.035 0.042 0.046 0.051 0.06 1.001 3000
"pCap_U[18]" 0.064 0.007 0.051 0.059 0.063 0.068 0.079 1.001 3000
"pCap_U[19]" 0.052 0.007 0.039 0.047 0.052 0.056 0.066 1.001 3000
"pCap_U[20]" 0.043 0.023 0.013 0.026 0.038 0.054 0.102 1.002 1600
"pCap_U[21]" 0.046 0.025 0.014 0.028 0.04 0.057 0.107 1.001 3000
"pCap_U[22]" 0.049 0.026 0.015 0.03 0.043 0.061 0.116 1.001 3000
"pCap_U[23]" 0.051 0.027 0.015 0.032 0.045 0.063 0.119 1.003 990
"pCap_U[24]" 0.054 0.029 0.017 0.033 0.047 0.066 0.133 1.001 3000
"pCap_U[25]" 0.046 0.025 0.014 0.029 0.04 0.057 0.11 1.001 3000
"pCap_U[26]" 0.048 0.026 0.015 0.03 0.043 0.06 0.11 1.001 3000
"pCap_U[27]" 0.049 0.027 0.015 0.03 0.044 0.062 0.119 1.001 3000
"pCap_U[28]" 0.049 0.026 0.016 0.031 0.043 0.061 0.116 1.001 3000
"pCap_U[29]" 0.047 0.025 0.015 0.029 0.041 0.059 0.109 1.001 3000
"pCap_U[30]" 0.049 0.026 0.015 0.031 0.043 0.062 0.117 1.001 2000
"pCap_U[31]" 0.051 0.027 0.016 0.031 0.045 0.063 0.117 1.001 3000
"N[1]" 1667.729 2139.39 60.065 347.725 858.1 2051 8631.474 1.001 3000
"N[2]" 2047.467 2280.717 79.23 513.4 1194.499 2733.493 9101.1 1.002 1700
"N[3]" 2292.967 2327.561 127.387 659.975 1469 3059 9046.175 1.001 3000
"N[4]" 2647.62 2154.633 374.962 1378.75 2121.5 3226.5 8215.599 1.001 2100
"N[5]" 3670.175 2972.326 492.097 1983 2985.999 4352.25 11242.737 1.001 3000
"N[6]" 1590.018 1216.101 231.677 871.05 1316 1954.5 4662.3 1.002 1300
"N[7]" 2318.089 1974.05 351.892 1240.75 1847.499 2761.499 7051.225 1.001 2100
"N[8]" 15203.422 10313.225 2343.875 8229 12904.999 18994.998 43642.248 1.001 3000
"N[9]" 4713.061 3804.093 717.325 2579.999 3822.5 5636 14646.444 1.001 3000
"N[10]" 7946.187 5700.259 1268.799 4367.498 6607.498 9819 22620.5 1.001 3000
"N[11]" 7352.391 1256.366 5119.8 6564.75 7250 7982.25 10190.25 1.001 2200
"N[12]" 11964.444 2622.381 7571.775 10400 11690 13270 17911.996 1.002 3000
"N[13]" 3215.318 421.643 2443.875 2951 3189.5 3438 4181.075 1.002 3000
"N[14]" 2261.87 299.775 1728.85 2070 2240.5 2423 2925.05 1.001 3000
"N[15]" 533.9 119.673 338.9 451.575 519.85 603.625 810.307 1.001 2800
"N[16]" 738.336 614.394 103.765 392.1 611 905.8 2146.05 1.002 1900
"N[17]" 357.811 109.671 184.095 280.55 342.3 418.025 617.87 1.001 3000
"N[18]" 273.403 74.713 150.195 220.475 264.7 320.65 435.112 1.001 3000
"N[19]" 290.435 88.039 148.695 228.875 278.75 341.7 492.415 1.001 3000
"N[20]" 95.708 78.471 14.349 45.637 75.93 123.225 292.005 1.001 2100
"N[21]" 236.572 199.989 38.127 118.1 187.75 292.325 745.642 1.001 3000
"N[22]" 301.84 242.335 47.539 156.7 243.3 368.3 902.335 1.001 3000
"N[23]" 278.497 245.13 41.087 144.45 222.05 335.325 868.988 1.001 3000
"N[24]" 925.013 729.576 125.455 500.075 756.7 1132 2753.498 1.001 3000
"N[25]" 2436.922 1904.456 359.782 1297 1984.499 3003 7343.075 1.005 840
"N[26]" 2877.802 2249.258 390.254 1554 2372 3474 8797.47 1.001 3000
"N[27]" 3638.413 3022.32 488.412 1952 2948 4352.75 11040.5 1.001 3000
"N[28]" 4085.646 3058.494 718.99 2244.999 3382.999 4961.25 12072.986 1.001 3000
"N[29]" 2879.06 2177.134 370.47 1535.75 2409.5 3568 8477.988 1.001 2800
"N[30]" 1464.446 1233.563 203.165 772.175 1182 1789.75 4401.075 1.002 2100
"N[31]" 485.762 402.431 74.214 256.375 397.4 595.525 1486.05 1.001 3000
"Ntot" 90790.323 15603.346 65619 79945 88590 99332.5 127707.491 1.001 3000
"sd.N" 1.788 0.88 0.351 1.205 1.675 2.284 3.836 1.004 870
"sd.Ne" 0.967 0.221 0.602 0.814 0.943 1.097 1.464 1.001 3000
"deviance" 3834.379 509.482 3301 3513 3705 4008.25 5103 1.001 3000
