"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"N[9]" 144.413 55.761 60.352 104.675 136.2 174.5 277.517 1.002 1700
"N[10]" 81.535 45.859 17.93 48.677 72.62 104.825 194.405 1.001 3000
"N[11]" 127.245 95.578 17.202 61.357 103.8 165.7 389.8 1.001 3000
"N[12]" 191.431 110.101 48.527 116.375 169.6 241.025 471.13 1.001 3000
"N[13]" 266.917 163.93 62.048 155.55 233.5 334.3 687.902 1.002 1500
"N[14]" 481.769 393.255 72.84 241.2 388 602.55 1444.249 1.002 1700
"N[15]" 578.213 609.046 51.888 246.975 435.55 707.95 2100.05 1.001 2800
"N[16]" 452.74 456.324 39.206 190.775 335.65 553.025 1753.05 1.001 3000
"N[17]" 288.028 288.387 29.949 125.825 210.3 355.3 982.73 1.001 3000
"N[18]" 55.636 53.439 3.514 19.7 40.535 73.622 196.202 1.001 2500
"N[19]" 68.502 75.167 3.787 22.917 45.04 85.875 256.417 1.001 3000
"N[20]" 63.27 64.792 5.272 23.995 46.34 81.32 214.297 1.002 1100
"N[21]" 166.561 673.523 2.373 23.745 57.47 147.875 897.081 1.007 350
"N[22]" 166.137 627.755 0.179 9.269 34.71 111.35 1145.323 1.023 230
"Ntot" 4889.603 1413.082 3270.875 4104 4631 5365 7842.15 1.002 1900
"sd.N" 0.33 0.299 0.117 0.181 0.252 0.37 1.022 1.027 130
"sd.Ne" 1.046 0.294 0.56 0.84 1.013 1.21 1.747 1.002 1500
"deviance" 6049.285 48.974 5959.975 6016 6047 6081 6150 1.001 3000
