StudyID,FishID,GEN,time,local_time,GenRKM,Region,GenLat,GenLon,Rel_date,RelRKM,release_latitude,release_longitude,Rel_loc
Upper_Butte_2019,UB2019-001,UpperButte_RST_Rel,2019-05-09T16:00:00Z,2019-05-09 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:47:31Z,2019-05-12 20:47:31.929799,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:48:22Z,2019-05-12 20:48:22.076200,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:48:31Z,2019-05-12 20:48:31.273700,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:48:41Z,2019-05-12 20:48:41.867899,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:48:51Z,2019-05-12 20:48:51.058900,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:49:21Z,2019-05-12 20:49:21.445300,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:49:30Z,2019-05-12 20:49:30.646300,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:49:41Z,2019-05-12 20:49:41.239100,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:50:39Z,2019-05-12 20:50:39.949099,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2019,UB2019-002,Colusa BC2,2019-05-13T04:50:40Z,2019-05-12 20:50:40.637900,296.278,Lower Sac R,39.184963,-121.943214,5/9/2019 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
