StudyID,FishID,GEN,time,local_time,GenRKM,Region,GenLat,GenLon,Rel_date,RelRKM,release_latitude,release_longitude,Rel_loc
Upper_Butte_2020,UB2020-001,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-002,UpperButte1,2020-05-18T20:45:36Z,2020-05-18 12:45:36.664900,324.109,Butte Creek,39.58413,-121.80032,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-002,UpperButte3,2020-05-20T14:23:12Z,2020-05-20 06:23:12.693900,267.216,Butte Creek,39.1876,-121.90903,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-002,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-003,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-004,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-005,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-006,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-007,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-008,UpperButte1,2020-05-18T21:20:54Z,2020-05-18 13:20:54.270300,324.109,Butte Creek,39.58413,-121.80032,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-008,UpperButte3,2020-05-20T09:43:28Z,2020-05-20 01:43:28.887400,267.216,Butte Creek,39.1876,-121.90903,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-008,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-009,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-010,UpperButte1,2020-05-20T06:12:18Z,2020-05-19 22:12:18.994300,324.109,Butte Creek,39.58413,-121.80032,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-010,UpperButte2,2020-05-21T17:17:14Z,2020-05-21 09:17:14.963199,307.161,Butte Creek,39.464115,-121.87012,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-010,UpperButte_RST_Rel,2020-05-16T16:00:00Z,2020-05-16 08:00:00.000000,340.854,Butte Creek,39.70936,-121.75056,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
Upper_Butte_2020,UB2020-011,UpperButte1,2020-05-18T14:05:21Z,2020-05-18 06:05:21.743900,324.109,Butte Creek,39.58413,-121.80032,5/16/2020 8:00:00,340.854,39.70936,-121.75056,UpperButte_RST_Rel
