"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"pred_surv[8,2]" 0.220945955575247 0.00576476286774338 0.0770613964166348 0.166925209070834 0.187747313313385 0.200862096519927 0.220511023650366 0.478612650664786 178.694363649799 1.01430619953083
"pred_surv[8,3]" 0.173075262607478 0.0123412826628682 0.287823762058033 0.00781916141889883 0.0175969393332917 0.0320416499131725 0.146869235631056 0.982924794649631 543.917074084298 1.00069449209395
"pred_surv[8,4]" 0.277045822091727 0.00979870457312289 0.345791017626285 0.0075875320335259 0.0215728661474008 0.081124150959467 0.464054103909302 0.984471737661066 1245.34616385933 0.998836020487452
"SurvWoodSac[1]" 0.171208874477281 0.000476499231080022 0.0215826271334889 0.131373124490449 0.15671564513109 0.170024946022348 0.184096603556383 0.218370461967412 2051.55992651735 0.999735420230664
"SurvWoodSac[2]" 0.103645530614914 0.00684644529733481 0.170577711634466 0.00293587400100603 0.00894003531486937 0.0219887707034728 0.114574206767863 0.660890840633012 620.746504588136 0.999977653085748
"SurvWoodSac[3]" 0.101898111541417 0.000304089212129682 0.0136288239606656 0.077420296088802 0.0927864772409307 0.101413050456674 0.110363547709883 0.131813494329307 2008.69841589902 0.999048277347324
"SurvWoodSac[4]" 0.320298076319749 0.000408939073346274 0.0208147852474647 0.280623509171093 0.306895952076259 0.319948619380484 0.333571164656997 0.362479074566774 2590.75683088392 0.99886117321142
"SurvWoodSac[5]" 0.0843272416154661 0.00129458543445073 0.040099382588417 0.0297600969017661 0.0507433918233601 0.0743000716656059 0.11538176824479 0.168314637730151 959.431424318583 0.999859784370484
"SurvWoodSac[6]" 0.481186372748095 0.000414973623040066 0.0229206959210437 0.43611910975024 0.465817586458152 0.481840381011488 0.496580175338399 0.52743738100774 3050.80615651344 0.999009428079659
"SurvWoodSac[7]" 0.127452230724456 0.00442846776001579 0.0608766538743839 0.083925410170097 0.0981716735910832 0.109111651760102 0.1257648804694 0.358720380514789 188.970743456037 1.01213150640037
"SurvWoodSac[8]" 0.0365905372878438 0.0026193769271344 0.0627967965057417 0.00178193464229906 0.00386134539925022 0.00674475562123485 0.0307171155180192 0.206900924792277 574.75000445594 1.00250552328565
