"FishID","ch","StudyID","fish_length","fish_weight","fish_type","fish_release_date","release_location","fish_k","year","t_reach2","t_reach3","t_reach4","Flow_ButteBridge","Flow_Endpoint","Flow_Releasepoint","Flow_Sacramento","Flow_Woodson Br","Temp_ButteBridge","Temp_Endpoint","Temp_Releasepoint","Temp_Sacramento","Temp_Woodson Br","Vel_ButteBridge","Vel_Endpoint","Vel_Releasepoint","Vel_Sacramento","Vel_Woodson Br","length.z","k.z","flowRel.z","flowWood.z","flowBut.z","flowSac.z","tempRel.z","tempWood.z","tempBut.z","tempSac.z","velRel.z","velWood.z","velBut.z","velSac.z","t_reach2.z","t_reach3.z"
"CFC2017-413","10111","ColemanFall_2017",81,6.7,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00126072320351648,"2017",2.0548424702834,11.489837962963,1.50603009259259,1180.48,1550.45,1056.42,1678.55,2085.44,14.3,20.6,10.7,19.8,15.8,0.92,1.67,1.57,3.08,1.98,-0.952239039542949,1.15328643051448,3.58313481256811,2.63138089466476,3.18006060901471,1.78104133391385,-1.5356827656035,-1.33717883613476,-1.11869379719298,0.058242047561913,3.25987174324992,2.3738942388036,2.65301952614137,1.7482847054565,-0.068314549259378,3.80604066297985
"CFC2017-414","10010","ColemanFall_2017",80,6.2,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.0012109375,"2017",5.52165699518011,2.69321473871131,3.78509010110894,1042.56,1414.8,1056.42,1799.64,2087.91,12,21.2,10.7,18.9,14.9,0.9,1.59,1.57,3.16,1.98,-1.11701080339839,0.603951574699223,3.58313481256811,2.63581613156543,2.66656732053099,1.98600399311215,-1.5356827656035,-1.73102752289604,-1.91950813774417,-0.230932170723286,3.25987174324992,2.3738942388036,2.44630066588557,1.87546316579548,2.97658498788268,-0.337603738923488
"CFC2017-415","10111","ColemanFall_2017",79,6.4,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00129807175497273,"2017",1.29647679296224,6.46350694444444,1.86393518518519,1042.56,1799.64,1056.42,1920.69,2085.44,12,19.1,10.7,18.3,15.8,0.9,1.82,1.57,3.24,1.98,-1.28178256725384,1.56538989958246,3.58313481256811,2.63138089466476,2.66656732053099,2.19089894641923,-1.5356827656035,-1.33717883613476,-1.91950813774417,-0.423714982913418,3.25987174324992,2.3738942388036,2.44630066588557,2.00264162613445,-0.734386323009203,1.43839027531997
"CFC2017-416","10000","ColemanFall_2017",80,6.3,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00123046875,"2017",0.754787023447126,1.9756681253171,1.79400361038632,1225.54,2080.65,1056.42,2086.73,2087.91,13.4,15.5,10.7,15.3,14.9,0.93,1.98,1.57,3.34,1.98,-1.11701080339839,0.819459153076435,3.58313481256811,2.63581613156543,3.3478245850811,2.47194610087695,-1.5356827656035,-1.73102752289604,-1.43205593045214,-1.38762904386408,3.25987174324992,2.3738942388036,2.75637895626927,2.16161470155817,-1.21015187568765,-0.67560366592941
"CFC2017-417","10000","ColemanFall_2017",78,6.1,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00128542288305602,"2017",1.24230781601073,19.2992935058346,2.12356275367834,1180.48,1612.03,1056.42,1500.56,2085.44,14.3,19.3,10.7,19,15.8,0.92,1.71,1.57,2.96,1.98,-1.44655433110928,1.42582239847659,3.58313481256811,2.63138089466476,3.18006060901471,1.4797670444539,-1.5356827656035,-1.33717883613476,-1.11869379719298,-0.19880170202493,3.25987174324992,2.3738942388036,2.65301952614137,1.55751701494804,-0.781962878277047,7.48468028607068
"CFC2017-418","10000","ColemanFall_2017",85,6.9,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00112354976592713,"2017",0.754787023447126,1.77065480720446,2.01370970591433,565.38,1678.55,1056.42,1920.69,2064.78,16.3,19.7,10.7,18.3,15.1,0.78,1.75,1.57,3.24,1.97,-0.293151984121169,-0.360283635536451,3.58313481256811,2.59428292123656,0.889966918858561,2.19089894641923,-1.5356827656035,-1.64350559250465,-0.42233350106151,-0.423714982913418,3.25987174324992,2.35166444445685,1.20598750435078,2.00264162613445,-1.21015187568765,-0.772175073645387
"CFC2017-419","10100","ColemanFall_2017",85,7.9,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00128638306533686,"2017",1.72982860857433,3.51326801116185,1.78027197941582,1180.48,2076.8,1056.42,2072.87,2076.11,14.3,14,10.7,14.6,14.3,0.92,1.98,1.57,3.33,1.98,-0.293151984121169,1.43641703825361,3.58313481256811,2.61462755042056,3.18006060901471,2.44848600956893,-1.5356827656035,-1.99359331407023,-1.11869379719298,-1.61254232475257,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.353773880866446,0.0486818919404211
"CFC2017-420","10000","ColemanFall_2017",83,6.4,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00111929792037944,"2017",2.19026491266217,12.5851073376459,1.93131992009132,1163.44,1190.6,1056.42,1414.8,2085.44,13.9,20.2,10.7,21.1,15.8,0.92,1.44,1.57,2.9,1.98,-0.622695511832059,-0.407198448342422,3.58313481256811,2.63138089466476,3.11661857279254,1.33460561367641,-1.5356827656035,-1.33717883613476,-1.25796585641927,0.475938140640533,3.25987174324992,2.3738942388036,2.65301952614137,1.46213316969381,0.0506268389102337,4.32196668337242
"CFC2017-421","10000","ColemanFall_2017",80,7,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.0013671875,"2017",2.08192695875915,2.28318810248605,2.06863622979633,1180.48,2076.11,1056.42,2080.65,2087.91,14.3,14.3,10.7,15.3,14.9,0.92,1.98,1.57,3.33,1.98,-1.11701080339839,2.32801220171692,3.58313481256811,2.63581613156543,3.18006060901471,2.46165480541138,-1.5356827656035,-1.73102752289604,-1.11869379719298,-1.38762904386408,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.044526271625456,-0.530746554355443
"CFC2017-422","10100","ColemanFall_2017",82,6.1,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00110633914191611,"2017",1.89233553942886,9.0998809297311,2.56297494473436,1140.54,1550.45,1056.42,1799.64,2087.91,12.7,20.6,10.7,18.9,14.9,0.91,1.67,1.57,3.16,1.98,-0.787467275687504,-0.550185454568859,3.58313481256811,2.63581613156543,3.03135902880851,1.98600399311215,-1.5356827656035,-1.73102752289604,-1.67578203409815,-0.230932170723286,3.25987174324992,2.3738942388036,2.54966009601347,1.87546316579548,-0.211044215062912,2.68025275220081
"CFC2017-423","10000","ColemanFall_2017",80,6.4,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00125,"2017",2.51527877437124,4.07705463597159,1.45071283612379,1163.44,2064.78,1056.42,2076.8,2085.44,13.9,15.1,10.7,13.6,15.8,0.92,1.97,1.57,3.33,1.98,-1.11701080339839,1.03496673145365,3.58313481256811,2.63138089466476,3.11661857279254,2.45513811338138,-1.5356827656035,-1.33717883613476,-1.25796585641927,-1.93384701173612,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,0.336086170517301,0.314253263159359
"CFC2017-424","10100","ColemanFall_2017",80,6,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.001171875,"2017",2.16318042418642,2.89822805682395,1.76654034844531,906.75,2044.44,1056.42,2075.4,2083.23,12.6,15.9,10.7,14.2,15.4,0.87,1.96,1.57,3.33,1.98,-1.11701080339839,0.1729364179448,3.58313481256811,2.62741252480628,2.16092982409122,2.45276840718865,-1.5356827656035,-1.51222269691755,-1.71060004890473,-1.74106419954599,3.25987174324992,2.3738942388036,2.13622237550187,2.1457173940158,0.0268385612763109,-0.241032331207511
"CFC2017-425","10000","ColemanFall_2017",80,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.001328125,"2017",0.836040488874393,4.89710790842212,2.87880245705588,1180.48,2044.44,1056.42,2076.8,2085.44,14.3,15.9,10.7,13.6,15.8,0.92,1.96,1.57,3.33,1.98,-1.11701080339839,1.89699704496249,3.58313481256811,2.63138089466476,3.18006060901471,2.45513811338138,-1.5356827656035,-1.33717883613476,-1.11869379719298,-1.93384701173612,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-1.13878704278588,0.700538894023269
"CFC2017-426","10000","ColemanFall_2017",79,6,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00121694227028693,"2017",1.94650451638037,3.71828132927448,2.20595253950134,1163.44,2064.78,1056.42,2076.11,2085.44,13.9,15.1,10.7,13.8,15.8,0.92,1.97,1.57,3.33,1.98,-1.28178256725384,0.670208138065559,3.58313481256811,2.63138089466476,3.11661857279254,2.45397018675782,-1.5356827656035,-1.33717883613476,-1.25796585641927,-1.86958607433941,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.163467659795067,0.145253299656399
"CFC2017-427","10000","ColemanFall_2017",82,7.2,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.0013058429216059,"2017",3.5174048479742,2.43694809107052,2.26087906338334,1163.44,2075.4,1056.42,2076.11,2087.91,13.9,14.1,10.7,13.8,14.9,0.92,1.97,1.57,3.33,1.98,-0.787467275687504,1.65113685905916,3.58313481256811,2.63581613156543,3.11661857279254,2.45397018675782,-1.5356827656035,-1.73102752289604,-1.25796585641927,-1.86958607433941,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,1.21625244297243,-0.45831799856846
"CFC2017-428","11111","ColemanFall_2017",82,7.1,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00128770621436137,"2017",4.03262731481481,9.48358796296296,1.20631944444444,1042.56,1414.8,1056.42,1678.55,2085.44,12,21.2,10.7,19.8,15.8,0.9,1.59,1.57,3.08,1.98,-0.787467275687504,1.45101664872934,3.58313481256811,2.63138089466476,2.66656732053099,1.78104133391385,-1.5356827656035,-1.33717883613476,-1.91950813774417,0.058242047561913,3.25987174324992,2.3738942388036,2.44630066588557,1.7482847054565,1.66877179165461,2.86099773350668
"CFC2017-429","10000","ColemanFall_2017",81,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00127953996774807,"2017",1.45898372381677,2.48820142059868,1.5331026219468,1163.44,2076.8,1056.42,2076.11,2086.73,13.9,14,10.7,13.8,15.7,0.92,1.98,1.57,3.33,1.98,-0.952239039542949,1.36091038148765,3.58313481256811,2.63369727345094,3.11661857279254,2.45397018675782,-1.5356827656035,-1.38093980133046,-1.25796585641927,-1.86958607433941,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.591656657205669,-0.434175146639466
"CFC2017-430","11111","ColemanFall_2017",80,6.3,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00123046875,"2017",3.77203703703704,5.84127314814815,5.84116898148148,711.59,1343.56,1056.42,1678.55,2080.65,13.7,18.6,10.7,19.8,15.5,0.82,1.54,1.57,3.08,1.98,-1.11701080339839,0.819459153076435,3.58313481256811,2.62277976723393,1.43432490688934,1.78104133391385,-1.5356827656035,-1.46846173172186,-1.32760188603242,0.058242047561913,3.25987174324992,2.3738942388036,1.61942522486238,1.7482847054565,1.43989562579947,1.14528739698024
"CFC2017-431","10110","ColemanFall_2017",82,6.5,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00117888597089421,"2017",0.808956000398637,6.80291666666667,1.72534545553381,1163.44,2044.44,1056.42,2064.78,2076.8,13.9,15.9,10.7,15.2,14,0.92,1.96,1.57,3.33,1.98,-0.787467275687504,0.250295386750421,3.58313481256811,2.6158665437248,3.11661857279254,2.43479249306951,-1.5356827656035,-2.12487620965732,-1.25796585641927,-1.41975951256244,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-1.1625753204198,1.59826903329159
"CFC2017-432","10100","ColemanFall_2017",84,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00114728431054962,"2017",1.1339698621077,3.71828132927448,3.1122401835544,1180.48,2075.4,1056.42,2072.87,2086.73,14.3,14.1,10.7,14.6,15.7,0.92,1.97,1.57,3.33,1.98,-0.457923747976614,-0.0983969546800001,3.58313481256811,2.63369727345094,3.18006060901471,2.44848600956893,-1.5356827656035,-1.38093980133046,-1.11869379719298,-1.61254232475257,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.877115988812737,0.145253299656399
"CFC2017-433","10000","ColemanFall_2017",81,6.5,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.0012230896750533,"2017",1.24230781601073,11.0987607813293,1.75280871747481,1140.54,1282.86,1056.42,1550.45,2083.23,12.7,21.5,10.7,20.5,15.4,0.91,1.5,1.57,3,1.98,-0.952239039542949,0.738038528568143,3.58313481256811,2.62741252480628,3.03135902880851,1.5642132172791,-1.5356827656035,-1.51222269691755,-1.67578203409815,0.283155328450401,3.25987174324992,2.3738942388036,2.54966009601347,1.62110624511753,-0.781962878277047,3.62182397743159
"CFC2017-434","10000","ColemanFall_2017",82,6.5,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00117888597089421,"2017",1.43189923534102,1.71940147767631,2.37073211114735,1163.44,2076.8,1056.42,2072.87,2085.44,13.9,14,10.7,14.6,15.8,0.92,1.98,1.57,3.33,1.98,-0.787467275687504,0.250295386750421,3.58313481256811,2.63138089466476,3.11661857279254,2.44848600956893,-1.5356827656035,-1.33717883613476,-1.25796585641927,-1.61254232475257,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.615444934839591,-0.796317925574381
"CFC2017-435","11000","ColemanFall_2017",82,6.9,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00125143279987232,"2017",1.45898372381677,3.51326801116185,5.25437461495253,1180.48,2012.44,1056.42,2072.87,2085.44,14.3,16.8,10.7,14.6,15.8,0.92,1.94,1.57,3.33,1.98,-0.787467275687504,1.0507762280697,3.58313481256811,2.63138089466476,3.18006060901471,2.44848600956893,-1.5356827656035,-1.33717883613476,-1.11869379719298,-1.61254232475257,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.591656657205669,0.0486818919404211
"CFC2017-436","11000","ColemanFall_2017",80,6.3,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00123046875,"2017",1.26939230448648,5.10212122653475,2.74148614735087,635.21,1282.86,1056.42,1678.55,2075.4,15.1,21.5,10.7,19.8,14.1,0.8,1.5,1.57,3.08,1.97,-1.11701080339839,0.819459153076435,3.58313481256811,2.61335264426693,1.14995268114698,1.78104133391385,-1.5356827656035,-2.08111524446162,-0.840149678740391,0.058242047561913,3.25987174324992,2.35166444445685,1.41270636460658,1.7482847054565,-0.758174600643125,0.797110301739246
"CFC2017-437","10100","ColemanFall_2017",81,6.6,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00124190643928489,"2017",0.592280092592593,4.07705463597159,2.61790146861637,804.34,1799.64,1056.42,2012.44,2085.44,13.6,19.1,10.7,17.1,15.8,0.85,1.82,1.57,3.29,1.98,-0.952239039542949,0.945662479541311,3.58313481256811,2.63138089466476,1.77964467564561,2.34619933440704,-1.5356827656035,-1.33717883613476,-1.36241990083899,-0.809280607293683,3.25987174324992,2.3738942388036,1.92950351524608,2.08212816384631,-1.35288154149118,0.314253263159359
"CFC2017-438","10000","ColemanFall_2017",80,6.4,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00125,"2017",2.92154610150757,3.46201468163369,2.10983112270784,1140.54,2044.44,1056.42,2076.8,2085.44,12.7,15.9,10.7,13.6,15.8,0.91,1.96,1.57,3.33,1.98,-1.11701080339839,1.03496673145365,3.58313481256811,2.63138089466476,3.03135902880851,2.45513811338138,-1.5356827656035,-1.33717883613476,-1.67578203409815,-1.93384701173612,3.25987174324992,2.3738942388036,2.54966009601347,2.1457173940158,0.692910335026136,0.0245390400114268
"CFC2017-439","10010","ColemanFall_2017",79,6.1,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00123722464145838,"2017",3.62574280187722,9.04862760020294,5.30930113883453,1140.54,1678.55,1056.42,2064.78,2087.91,12.7,19.7,10.7,15.2,14.9,0.91,1.75,1.57,3.33,1.98,-1.28178256725384,0.894003578444784,3.58313481256811,2.63581613156543,3.03135902880851,2.43479249306951,-1.5356827656035,-1.73102752289604,-1.67578203409815,-1.41975951256244,3.25987174324992,2.3738942388036,2.54966009601347,2.1457173940158,1.31140555350812,2.65610990027181
"CFC2017-440","10000","ColemanFall_2017",78,6.3,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00132756789561523,"2017",2.35277184351671,5.87092116945713,1.02503227603827,1180.48,2064.78,1056.42,2075.4,2087.91,14.3,15.1,10.7,14.2,14.9,0.92,1.97,1.57,3.33,1.98,-1.44655433110928,1.89084996185903,3.58313481256811,2.63581613156543,3.18006060901471,2.45276840718865,-1.5356827656035,-1.73102752289604,-1.11869379719298,-1.74106419954599,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,0.193356504713768,1.15925308067416
"CFC2017-441","10100","ColemanFall_2017",82,7.2,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.0013058429216059,"2017",2.00067349333188,2.28318810248605,1.5331026219468,1163.44,2076.11,1056.42,2072.87,2064.78,13.9,14.3,10.7,14.6,15.1,0.92,1.98,1.57,3.33,1.97,-0.787467275687504,1.65113685905916,3.58313481256811,2.59428292123656,3.11661857279254,2.44848600956893,-1.5356827656035,-1.64350559250465,-1.25796585641927,-1.61254232475257,3.25987174324992,2.35166444445685,2.65301952614137,2.1457173940158,-0.115891104527223,-0.530746554355443
"CFC2017-442","11100","ColemanFall_2017",82,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00123329609262779,"2017",6.36563657407407,9.76617421359716,3.82628499402044,711.59,1500.56,1056.42,1282.86,2085.44,13.7,19.2,10.7,20.5,15.8,0.82,1.64,1.57,2.8,1.98,-0.787467275687504,0.850656017739883,3.58313481256811,2.63138089466476,1.43432490688934,1.11127773148445,-1.5356827656035,-1.33717883613476,-1.32760188603242,0.283155328450401,3.25987174324992,2.3738942388036,1.61942522486238,1.30316009427009,3.71785136099738,2.99410982727773
"CFC2017-443","11100","ColemanFall_2017",83,7.2,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00125921016042687,"2017",0.766134259259259,4.74334791983765,2.49431678988186,1180.48,2064.78,1056.42,2076.11,2085.44,14.3,15.1,10.7,13.8,15.8,0.92,1.97,1.57,3.33,1.98,-0.622695511832059,1.13659153120076,3.58313481256811,2.63138089466476,3.18006060901471,2.45397018675782,-1.5356827656035,-1.33717883613476,-1.11869379719298,-1.86958607433941,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-1.20018561045365,0.628110338236286
"CFC2017-444","10000","ColemanFall_2017",81,6.5,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.0012230896750533,"2017",0.890209465825904,2.74446806823947,1.29966489544829,1208.43,2072.87,1056.42,2083.23,2087.91,13.8,15.2,10.7,15.3,14.9,0.93,1.97,1.57,3.34,1.98,-0.952239039542949,0.738038528568143,3.58313481256811,2.63581613156543,3.28412193016553,2.46602183539513,-1.5356827656035,-1.73102752289604,-1.29278387122584,-1.38762904386408,3.25987174324992,2.3738942388036,2.75637895626927,2.16161470155817,-1.09121048751804,-0.313460886994494
"CFC2017-445","10000","ColemanFall_2017",81,6.7,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00126072320351648,"2017",1.05271639668044,2.64196140918316,1.89012502717982,1140.54,2075.4,1056.42,2076.8,2083.23,12.7,14.1,10.7,13.6,15.4,0.91,1.97,1.57,3.33,1.98,-0.952239039542949,1.15328643051448,3.58313481256811,2.62741252480628,3.03135902880851,2.45513811338138,-1.5356827656035,-1.51222269691755,-1.67578203409815,-1.93384701173612,3.25987174324992,2.3738942388036,2.54966009601347,2.1457173940158,-0.948480821714504,-0.361746590852483
"CFC2017-446","10100","ColemanFall_2017",82,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00123329609262779,"2017",1.07980088515619,1.71940147767631,4.41674512575197,906.75,1920.69,1056.42,2076.8,2085.44,12.6,18.2,10.7,13.6,15.8,0.87,1.89,1.57,3.33,1.98,-0.787467275687504,0.850656017739883,3.58313481256811,2.63138089466476,2.16092982409122,2.45513811338138,-1.5356827656035,-1.33717883613476,-1.71060004890473,-1.93384701173612,3.25987174324992,2.3738942388036,2.13622237550187,2.1457173940158,-0.924692544080582,-0.796317925574381
"CFC2017-447","10000","ColemanFall_2017",80,6.5,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00126953125,"2017",1.10688537363195,3.92329464738711,2.05490459882583,1208.43,2076.8,1056.42,2072.87,2087.91,13.8,14,10.7,14.6,14.9,0.93,1.98,1.57,3.33,1.98,-1.11701080339839,1.25047430983086,3.58313481256811,2.63581613156543,3.28412193016553,2.44848600956893,-1.5356827656035,-1.73102752289604,-1.29278387122584,-1.61254232475257,3.25987174324992,2.3738942388036,2.75637895626927,2.1457173940158,-0.900904266446659,0.241824707372376
"CFC2017-448","10000","ColemanFall_2017",79,6.5,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00131835412614418,"2017",1.51315270076828,5.56340119228818,1.4644444670943,1163.44,2012.44,1056.42,2064.78,2086.73,13.9,16.8,10.7,15.2,15.7,0.92,1.94,1.57,3.33,1.98,-1.28178256725384,1.78918533996168,3.58313481256811,2.63369727345094,3.11661857279254,2.43479249306951,-1.5356827656035,-1.38093980133046,-1.25796585641927,-1.41975951256244,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.544080101937824,1.0143959691002
"CFC2017-449","10000","ColemanFall_2017",82,6.4,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00116074926364969,"2017",1.83816656247735,1.66814814814815,1.5193709909763,1140.54,2076.8,1056.42,2076.11,2086.73,12.7,14,10.7,13.8,15.7,0.91,1.98,1.57,3.33,1.98,-0.787467275687504,0.0501751764206008,3.58313481256811,2.63369727345094,3.03135902880851,2.45397018675782,-1.5356827656035,-1.38093980133046,-1.67578203409815,-1.86958607433941,3.25987174324992,2.3738942388036,2.54966009601347,2.1457173940158,-0.258620770330757,-0.820460777503376
"CFC2017-450","10000","ColemanFall_2017",79,6.2,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00125750701262983,"2017",1.29647679296224,3.87204131785895,3.78509010110894,1180.48,2044.44,1056.42,2076.11,2085.44,14.3,15.9,10.7,13.8,15.8,0.92,1.96,1.57,3.33,1.98,-1.28178256725384,1.11779901882401,3.58313481256811,2.63138089466476,3.18006060901471,2.45397018675782,-1.5356827656035,-1.33717883613476,-1.11869379719298,-1.86958607433941,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.734386323009203,0.217681855443382
"CFC2017-451","10000","ColemanFall_2017",82,7.1,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00128770621436137,"2017",4.81746029481047,2.48820142059868,4.04599108954845,906.75,1920.69,1056.42,2075.4,2085.44,12.6,18.2,10.7,14.2,15.8,0.87,1.89,1.57,3.33,1.98,-0.787467275687504,1.45101664872934,3.58313481256811,2.63138089466476,2.16092982409122,2.45276840718865,-1.5356827656035,-1.33717883613476,-1.71060004890473,-1.74106419954599,3.25987174324992,2.3738942388036,2.13622237550187,2.1457173940158,2.3580897694007,-0.434175146639466
"CFC2017-452","11011","ColemanFall_2017",79,6.2,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00125750701262983,"2017",1.86525105095311,2.53945475012684,1.79861111111111,804.34,1678.55,1056.42,1920.69,2076.11,13.6,19.7,10.7,18.3,14.3,0.85,1.75,1.57,3.24,1.98,-1.28178256725384,1.11779901882401,3.58313481256811,2.61462755042056,1.77964467564561,2.19089894641923,-1.5356827656035,-1.99359331407023,-1.36241990083899,-0.423714982913418,3.25987174324992,2.3738942388036,1.92950351524608,2.00264162613445,-0.234832492696834,-0.410032294710472
"CFC2017-453","11000","ColemanFall_2017",81,6.7,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00126072320351648,"2017",1.48606821229253,2.79572139776763,1.99997807494383,1180.48,2076.8,1056.42,2072.87,2085.44,14.3,14,10.7,14.6,15.8,0.92,1.98,1.57,3.33,1.98,-0.952239039542949,1.15328643051448,3.58313481256811,2.63138089466476,3.18006060901471,2.44848600956893,-1.5356827656035,-1.33717883613476,-1.11869379719298,-1.61254232475257,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.567868379571747,-0.2893180350655
"CFC2017-454","11111","ColemanFall_2017",80,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.001328125,"2017",11.1254050925926,2.17697916666667,1.84211805555556,410.87,1282.86,1056.42,1550.45,2086.73,18.4,21.5,10.7,20.5,15.7,0.73,1.5,1.57,3,1.98,-1.11701080339839,1.89699704496249,3.58313481256811,2.63369727345094,0.314707000038812,1.5642132172791,-1.5356827656035,-1.38093980133046,0.30884480987653,0.283155328450401,3.25987174324992,2.3738942388036,0.689190353711284,1.62110624511753,7.89835102570677,-0.580776213591818
"CFC2017-455","10111","ColemanFall_2017",82,7.3,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00132397962885042,"2017",2.16318042418642,11.3027199074074,1.2653125,1180.48,1550.45,1056.42,1799.64,2076.11,14.3,20.6,10.7,18.9,14.3,0.92,1.67,1.57,3.16,1.98,-0.787467275687504,1.85125706938898,3.58313481256811,2.61462755042056,3.18006060901471,1.98600399311215,-1.5356827656035,-1.99359331407023,-1.11869379719298,-0.230932170723286,3.25987174324992,2.3738942388036,2.65301952614137,1.87546316579548,0.0268385612763109,3.71789880858507
"CFC2017-456","10100","ColemanFall_2017",83,7.1,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00124172113042094,"2017",1.18813883905922,4.12830796549975,1.80773524135682,1180.48,2076.8,1056.42,2076.11,2083.23,14.3,14,10.7,13.8,15.4,0.92,1.98,1.57,3.33,1.98,-0.622695511832059,0.943617783757865,3.58313481256811,2.62741252480628,3.18006060901471,2.45397018675782,-1.5356827656035,-1.51222269691755,-1.11869379719298,-1.86958607433941,3.25987174324992,2.3738942388036,2.65301952614137,2.1457173940158,-0.829539433544892,0.338396115088353
"CFC2017-457","10100","ColemanFall_2017",81,6.8,"CNFH Fall Chinook","4/21/2017 7:43:00","BattleCk_CNFH_Rel",0.00127953996774807,"2017",4.32993950224687,4.58958793125317,1.27220163350728,1140.54,2064.78,1056.42,2075.4,2085.44,12.7,15.1,10.7,14.2,15.8,0.91,1.97,1.57,3.33,1.98,-0.952239039542949,1.36091038148765,3.58313481256811,2.63138089466476,3.03135902880851,2.45276840718865,-1.5356827656035,-1.33717883613476,-1.67578203409815,-1.74106419954599,3.25987174324992,2.3738942388036,2.54966009601347,2.1457173940158,1.9299007719901,0.555681782449303
