"FishID","ch","StudyID","fish_length","fish_weight","fish_type","fish_release_date","release_location","fish_k","year","t_reach2","t_reach3","t_reach4","Flow_ButteBridge","Flow_Endpoint","Flow_Releasepoint","Flow_Sacramento","Flow_Woodson Br","Temp_ButteBridge","Temp_Endpoint","Temp_Releasepoint","Temp_Sacramento","Temp_Woodson Br","Vel_ButteBridge","Vel_Endpoint","Vel_Releasepoint","Vel_Sacramento","Vel_Woodson Br","length.z","k.z","flowRel.z","flowWood.z","flowBut.z","flowSac.z","tempRel.z","tempWood.z","tempBut.z","tempSac.z","velRel.z","velWood.z","velBut.z","velSac.z","t_reach2.z","t_reach3.z"
"CFC2013-011","11100","ColemanFall_2013",86,6.6,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00103764448413347,"2013",2.47916666666667,3.27436406012177,7.6943069824962,201.31,186.41,239.46,298.59,431.94,16.6,19.6,12.1,16.5,16.1,0.62,0.5,1.37,1.65,0.8,-0.128380220265724,-1.30816148509362,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.525030273102672,0.304368944445579,-0.0638536792763441
"CFC2013-012","11000","ColemanFall_2013",82,6.89,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00124961912914786,"2013",3.12153246629702,2.76492049902153,5.28643133471044,201.31,196.6,239.46,334.33,431.94,16.6,18.8,12.1,17.4,16.1,0.62,0.51,1.37,1.71,0.8,-0.787467275687504,1.03076420703672,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.317879456641789,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.429646427848441,0.868558148085951,-0.303826781025089
"CFC2013-013","10000","ColemanFall_2013",84,6.05,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00102074559982723,"2013",2.390844816808,5.11279082409219,5.25859462201928,216.24,186.41,239.46,244.74,431.94,16.8,19.6,12.1,17.1,16.1,0.63,0.5,1.37,1.53,0.8,-0.457923747976614,-1.49462357196028,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.645893263370109,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.809280607293683,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.715797963611134,0.226795956960132,0.802136209643038
"CFC2013-014","11000","ColemanFall_2013",82,6.2,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00112447584916063,"2013",2.03537514948902,3.50324450061608,6.4277365550482,216.24,196.6,239.46,334.33,431.94,16.8,18.8,12.1,17.4,16.1,0.63,0.51,1.37,1.71,0.8,-0.787467275687504,-0.35006524423904,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,-0.0854126765605368,0.0439603229585992
"CFC2013-015","11110","ColemanFall_2013",84,7.1,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00119789979483857,"2013",2.53686342592593,4.22849537037037,5.82924723218816,167.73,209.18,239.46,224.9,373.46,14.9,20,12.1,17.8,17.6,0.59,0.53,1.37,1.48,0.74,-0.457923747976614,0.460093692232111,-0.474956996266518,-0.442723100960712,-0.590533415868467,-0.679475385415648,-0.665183562478102,-0.54948146261221,-0.909785708353537,-0.584367326405195,-0.525983468678543,-0.382600260194266,-0.757841668079306,-0.795284501322993,0.355043947189877,0.385589335571967
"CFC2013-016","11100","ColemanFall_2013",87,6.08,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.000923306347883001,"2013",1.49045138888889,4.3670835824817,10.4918966079583,216.24,280.14,239.46,298.59,431.94,16.8,20,12.1,16.5,16.1,0.63,0.63,1.37,1.65,0.8,0.0363915435897205,-2.56976710990016,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.248243427028643,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.525030273102672,-0.564018640194683,0.450871234619514
"CFC2013-017","11100","ColemanFall_2013",85,6.9,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00112354976592713,"2013",2.02219907407407,3.65829254095093,8.62683685765021,201.31,242.88,239.46,298.59,412.57,16.6,20,12.1,16.5,16.8,0.62,0.58,1.37,1.65,0.78,-0.293151984121169,-0.360283635536451,-0.474956996266518,-0.372495523962784,-0.465510905519834,-0.554744207314048,-0.665183562478102,-0.89956918417779,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.293681082807237,-0.447763377695608,-0.525030273102672,-0.0969852096868977,0.116995614795174
"CFC2013-018","11100","ColemanFall_2013",85,6.15,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00100142479136984,"2013",1.97190972222222,3.39249590037689,5.10549270221787,216.24,208.32,239.46,334.33,431.94,16.8,17.8,12.1,17.4,16.1,0.63,0.53,1.37,1.71,0.8,-0.293151984121169,-1.707809140879,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,-0.141154294325609,-0.0082077426389542
"CFC2013-019","11000","ColemanFall_2013",85,6.14,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.000999796458375738,"2013",2.66732122472277,2.60248921867073,4.75753379357831,216.24,208.32,239.46,334.33,431.94,16.8,17.8,12.1,17.4,16.1,0.63,0.53,1.37,1.71,0.8,-0.293151984121169,-1.7257761476169,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,0.469624894142874,-0.3803399439015
"CFC2013-020","11000","ColemanFall_2013",86,6.42,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00100934508911165,"2013",3.71398191182866,2.86828585924476,11.4522631958034,201.31,328.16,239.46,298.59,431.94,16.6,20.8,12.1,16.5,16.1,0.62,0.69,1.37,1.65,0.8,-0.128380220265724,-1.6204166705371,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.525030273102672,1.3889058706204,-0.255136586467372
"CFC2013-021","11100","ColemanFall_2013",80,6.38,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00124609375,"2013",2.14596064814815,3.20053165996231,9.60112180184098,216.24,209.18,239.46,334.33,431.94,16.8,20,12.1,17.4,16.1,0.63,0.53,1.37,1.71,0.8,-1.11701080339839,0.991865215778205,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,0.0117144501616047,-0.098632389674713
"CFC2013-022","11100","ColemanFall_2013",92,9.02,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00115835867510479,"2013",1.44052083333333,2.71323781890991,6.92879738348917,216.24,196.6,239.46,359.64,431.94,16.8,18.8,12.1,18,16.1,0.63,0.51,1.37,1.76,0.8,0.860250362866945,0.0237974510724312,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.451408090838235,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.520106389008484,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.350159890136581,-0.607872594425155,-0.328171878303947
"CFC2013-023","11111","ColemanFall_2013",84,6.86,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00115740740740741,"2013",3.08831018518519,4.34239583333333,4.95480324074074,201.31,186.41,239.46,244.74,431.94,16.6,19.6,12.1,17.1,16.1,0.62,0.5,1.37,1.53,0.8,-0.457923747976614,0.0133011747024207,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.645893263370109,-0.665183562478102,-1.20589594054767,-0.317879456641789,-0.809280607293683,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.715797963611134,0.839379053659708,0.439242084325547
"CFC2013-024","11100","ColemanFall_2013",84,6.02,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00101568405139834,"2013",3.26109953703704,2.75015401898964,5.9545124392984,201.31,196.6,239.46,334.33,431.94,16.6,18.8,12.1,17.4,16.1,0.62,0.51,1.37,1.71,0.8,-0.457923747976614,-1.55047263665149,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.317879456641789,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.429646427848441,0.991139758969564,-0.310782523104762
"CFC2013-025","11100","ColemanFall_2013",82,6.76,"CNFH Fall Chinook","4/10/2013 8:21:00","BattleCk_CNFH_Rel",0.00122604140972998,"2013",2.52506944444444,5.69606678535189,6.28855299159238,216.24,186.41,239.46,269.5,431.94,16.8,19.6,12.1,16.6,16.1,0.63,0.5,1.37,1.59,0.8,-0.787467275687504,0.770607933607953,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.603983316704407,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.96993295078546,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.620414118356902,0.344685305706138,1.07688802179015
"CFC2013-026","11100","ColemanFall_2013",84,6.22,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00104942770759097,"2013",5.02700231481481,2.89781881930855,4.81320721896064,154.98,186.41,239.46,244.74,412.57,14.1,19.6,12.1,17.1,16.8,0.58,0.5,1.37,1.53,0.78,-0.457923747976614,-1.17814553871009,-0.474956996266518,-0.372495523962784,-0.638003249309356,-0.645893263370109,-0.665183562478102,-0.89956918417779,-1.18832982680612,-0.809280607293683,-0.525983468678543,-0.293681082807237,-0.861201098207205,-0.715797963611134,2.54213030434742,-0.241225102308025
"CFC2013-027","11110","ColemanFall_2013",84,6.38,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00107642263254508,"2013",2.44099537037037,2.98461805555556,5.88492065757049,201.31,196.6,239.46,298.59,431.94,16.6,18.8,12.1,16.5,16.1,0.62,0.51,1.37,1.65,0.8,-0.457923747976614,-0.88028386035696,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.525030273102672,0.270843135207726,-0.200338371093615
"CFC2013-028","11111","ColemanFall_2013",85,7.52,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00122450641156116,"2013",3.1409375,3.84008101851852,8.07697916666667,183.89,280.14,239.46,244.74,412.57,16.1,20,12.1,17.1,16.8,0.61,0.63,1.37,1.53,0.78,-0.293151984121169,0.75367078221339,-0.474956996266518,-0.372495523962784,-0.530367728934759,-0.645893263370109,-0.665183562478102,-0.89956918417779,-0.491969530674656,-0.809280607293683,-0.525983468678543,-0.293681082807237,-0.551122807823507,-0.715797963611134,0.885601568700495,0.202626974488602
"CFC2013-029","11000","ColemanFall_2013",85,6.08,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.000990026460411154,"2013",2.29210324255273,2.91258529934044,6.97055245252591,216.24,188.14,239.46,334.33,431.94,16.8,19.3,12.1,17.4,16.1,0.63,0.5,1.37,1.71,0.8,-0.293151984121169,-1.8335781880443,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,0.140071336537724,-0.234269360228351
"CFC2013-030","11111","ColemanFall_2013",85,6.31,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00102747811927539,"2013",1.95234953703704,2.43641203703704,7.79515046296296,216.24,186.41,239.46,334.33,431.94,16.8,19.6,12.1,17.4,16.1,0.63,0.5,1.37,1.71,0.8,-0.293151984121169,-1.42033703307259,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,-0.158333984323175,-0.458570506518198
"CFC2013-031","11110","ColemanFall_2013",86,6.89,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00108323795389085,"2013",2.23449074074074,3.2578587962963,6.07977764640864,216.24,188.14,239.46,298.59,431.94,16.8,19.3,12.1,16.5,16.1,0.63,0.5,1.37,1.65,0.8,-0.128380220265724,-0.805083686323573,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.248243427028643,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.525030273102672,0.0894703370204091,-0.0716284744800074
"CFC2013-032","11100","ColemanFall_2013",86,6.56,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00103135572968418,"2013",1.99740740740741,3.6213763408712,5.88492065757049,216.24,196.6,239.46,334.33,431.94,16.8,18.8,12.1,17.4,16.1,0.63,0.51,1.37,1.71,0.8,-0.128380220265724,-1.37755152630328,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,-0.118759704346534,0.0996062595959891
"CFC2013-033","11000","ColemanFall_2013",87,7.06,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00107212875264046,"2013",3.73373022667971,3.00856741954773,4.70186036819598,201.31,196.6,239.46,298.59,431.94,16.6,18.8,12.1,16.5,16.1,0.62,0.51,1.37,1.65,0.8,0.0363915435897205,-0.927662479753456,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.525030273102672,1.40625079470488,-0.189057036710472
"CFC2013-034","11000","ColemanFall_2013",85,6.55,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00106655811113373,"2013",3.18077741085018,4.38923330252953,6.01018586468073,154.98,280.14,239.46,208.32,373.46,14.1,20,12.1,18.5,17.6,0.58,0.63,1.37,1.44,0.74,-0.293151984121169,-0.989128871362973,-0.474956996266518,-0.442723100960712,-0.638003249309356,-0.707539477326687,-0.665183562478102,-0.54948146261221,-1.18832982680612,-0.359454045516707,-0.525983468678543,-0.382600260194266,-0.861201098207205,-0.85887373149248,0.920592920339396,0.461304847739024
"CFC2013-035","11100","ColemanFall_2013",87,6.86,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.0010417568333022,"2013",2.32416666666667,2.69108809886207,7.22108286674639,216.24,196.6,239.46,359.64,431.94,16.8,18.8,12.1,18,16.1,0.63,0.51,1.37,1.76,0.8,0.0363915435897205,-1.26278587366095,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.451408090838235,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.520106389008484,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.350159890136581,0.168232608086171,-0.338605491423458
"CFC2013-036","11110","ColemanFall_2013",84,6.32,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00106629953568729,"2013",1.34976851851852,3.01740740740741,7.08189930329057,227.79,196.6,239.46,359.64,431.94,16.1,18.8,12.1,18,16.1,0.64,0.51,1.37,1.76,0.8,-0.457923747976614,-0.991981989739383,-0.474956996266518,-0.337713929320753,-0.366922576930443,-0.451408090838235,-0.665183562478102,-1.20589594054767,-0.491969530674656,-0.520106389008484,-0.525983468678543,-0.249221494113723,-0.241044517439809,-0.350159890136581,-0.687580256715635,-0.18489296542154
"CFC2013-037","11100","ColemanFall_2013",88,7.03,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00103159043951916,"2013",1.71081018518519,4.21203554214684,6.23287956621005,216.24,188.14,239.46,298.59,431.94,16.8,19.3,12.1,16.5,16.1,0.63,0.5,1.37,1.65,0.8,0.201163307445165,-1.37496174079761,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.248243427028643,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.525030273102672,-0.37047774205051,0.377835942782939
"CFC2013-038","11000","ColemanFall_2013",84,6.15,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00103761742792355,"2013",3.55599539302022,3.32604674023338,6.92879738348917,201.31,186.41,239.46,298.59,431.94,16.6,19.6,12.1,16.5,16.1,0.62,0.5,1.37,1.65,0.8,-0.457923747976614,-1.30846002298958,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.525030273102672,1.25014647794455,-0.0395085819974861
"CFC2013-039","11100","ColemanFall_2013",88,7.35,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00107854761457551,"2013",3.14119212962963,4.16035286203523,6.77569546368776,201.31,186.41,239.46,269.5,431.94,16.6,19.6,12.1,16.6,16.1,0.62,0.5,1.37,1.59,0.8,0.201163307445165,-0.856836834105588,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.603983316704407,-0.665183562478102,-1.20589594054767,-0.317879456641789,-0.96993295078546,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.620414118356902,0.885825209635374,0.353490845504081
"CFC2013-040","11100","ColemanFall_2013",89,6.91,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.000980184944302515,"2013",2.48740740740741,5.23092266434732,9.23924453685584,201.31,309.88,239.46,244.74,431.94,16.6,20.2,12.1,17.1,16.1,0.62,0.67,1.37,1.53,0.8,0.36593507130061,-1.94216935881592,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.645893263370109,-0.665183562478102,-1.20589594054767,-0.317879456641789,-0.809280607293683,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.715797963611134,0.311606778338044,0.857782146280428
"CFC2013-041","11000","ColemanFall_2013",84,6.33,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00106798671849692,"2013",3.79297517123288,3.18576517993042,5.66222695604117,201.31,188.14,239.46,298.59,431.94,16.6,19.3,12.1,16.5,16.1,0.62,0.5,1.37,1.65,0.8,-0.457923747976614,-0.973365634842313,-0.474956996266518,-0.337713929320753,-0.465510905519834,-0.554744207314048,-0.665183562478102,-1.20589594054767,-0.317879456641789,-1.00206341948382,-0.525983468678543,-0.249221494113723,-0.447763377695608,-0.525030273102672,1.45828556695832,-0.105588131754387
"CFC2013-042","11100","ColemanFall_2013",81,6,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.00112900585389535,"2013",2.0602662037037,3.07501657969124,4.72969708088715,183.89,196.6,239.46,269.5,391.62,16.1,18.8,12.1,16.6,17.3,0.61,0.51,1.37,1.59,0.76,-0.952239039542949,-0.300081226297707,-0.474956996266518,-0.410114233707264,-0.530367728934759,-0.603983316704407,-0.665183562478102,-0.680764358199303,-0.491969530674656,-0.96993295078546,-0.525983468678543,-0.338140671500751,-0.551122807823507,-0.620414118356902,-0.0635508899224047,-0.15775619735194
"CFC2013-043","11100","ColemanFall_2013",90,7.25,"CNFH Fall Chinook","4/10/2013 9:20:00","BattleCk_CNFH_Rel",0.000994513031550069,"2013",1.94581018518519,3.68044226099877,7.08189930329057,216.24,188.14,239.46,334.33,431.94,16.8,19.3,12.1,17.4,16.1,0.63,0.5,1.37,1.71,0.8,0.530706835156055,-1.78407341587844,-0.474956996266518,-0.337713929320753,-0.409924661341601,-0.494248993508224,-0.665183562478102,-1.20589594054767,-0.248243427028643,-0.712889201198617,-0.525983468678543,-0.249221494113723,-0.344403947567708,-0.429646427848441,-0.164077490150763,0.127429227914684
