"par_names","stream","mean","median","sd","lcl","ucl","covar_considered","convergence_metric"
"sigma_redds_per_spawner","battle creek",0.359629169167925,0.346047523048818,0.0953969592486125,0.213477554940248,0.58412716107362,"wy_type",TRUE
"b1_survival","battle creek",0.389213698998323,0.391137416908673,0.211796251418049,-0.0347647209269387,0.808168154601124,"wy_type",TRUE
"mean_redds_per_spawner","battle creek",0.102759683122245,0.102099937572538,0.0126154858263548,0.0796706364165766,0.129905735144189,"wy_type",TRUE
"R2_data","battle creek",0.966505981517424,0.968948692585028,0.0143953989172059,0.931583706736237,0.987114670391481,"wy_type",TRUE
"R2_fixed","battle creek",0.292774151453297,0.273710978046247,0.107423744709279,0.137894217922005,0.548478042781466,"wy_type",TRUE
"spawner_abundance_forecast[1]","battle creek",50.4167284491585,46.7085525315519,21.6917871604518,21.1957762111745,102.036481264558,"wy_type",TRUE
"spawner_abundance_forecast[2]","battle creek",74.832398980405,69.1606829443309,32.9988996867816,30.1201937516745,154.310104060768,"wy_type",TRUE
"sigma_redds_per_spawner","battle creek",0.397743260879281,0.383937357386592,0.100854876844394,0.242046596995642,0.637058022881153,"max_flow_std",TRUE
"b1_survival","battle creek",0.134363793505608,0.133924242219548,0.111111519719421,-0.0871658335497756,0.357254135682351,"max_flow_std",TRUE
"mean_redds_per_spawner","battle creek",0.113949531376294,0.113307982523098,0.0126333494614402,0.09068630410862,0.140577837000801,"max_flow_std",TRUE
"R2_data","battle creek",0.966599276445155,0.969113733005051,0.014443213620829,0.931758517077756,0.987073107063171,"max_flow_std",TRUE
"R2_fixed","battle creek",0.299035761714528,0.288089143190101,0.0965819548168895,0.142649839973377,0.506462667241954,"max_flow_std",TRUE
"spawner_abundance_forecast[1]","battle creek",56.8493045310913,51.9263425313422,26.9993811638007,22.2659516813729,121.407178894763,"max_flow_std",TRUE
"spawner_abundance_forecast[2]","battle creek",65.2908539417579,59.315940586885,32.0285688491733,24.9706497604426,140.864810560983,"max_flow_std",TRUE
"sigma_redds_per_spawner","battle creek",0.351563439274309,0.338738475700466,0.0915818654772451,0.211520923010082,0.566426381333057,"gdd_std",TRUE
"b1_survival","battle creek",-0.208546072078435,-0.207970488977746,0.098923289723655,-0.406460772511468,-0.0116695182658667,"gdd_std",TRUE
"mean_redds_per_spawner","battle creek",0.116304213044919,0.115823970484642,0.0114049505868596,0.0951601111796202,0.140332617585684,"gdd_std",TRUE
"R2_data","battle creek",0.966585044683323,0.969272340774839,0.014673316853004,0.930852138537278,0.987259892088841,"gdd_std",TRUE
"R2_fixed","battle creek",0.279832876879163,0.268815062194988,0.0887430295644139,0.138174028123794,0.47137600085983,"gdd_std",TRUE
"spawner_abundance_forecast[1]","battle creek",56.7614485745321,53.0031239081396,22.8696137463435,24.8376921901456,112.071088254334,"gdd_std",TRUE
"spawner_abundance_forecast[2]","battle creek",46.3295209185312,43.0757895750251,19.4293804743945,19.6881331485172,93.1711541547292,"gdd_std",TRUE
"sigma_redds_per_spawner","battle creek",0.40787557689039,0.394504695511001,0.0987245854166733,0.255801515311476,0.638844266679616,"null_covar",FALSE
"b1_survival","battle creek",8.03826277711609e+28,-6.53341778159866e+26,2.295218976585e+29,-2.82908710053429e+29,7.36503847486111e+29,"null_covar",FALSE
"mean_redds_per_spawner","battle creek",0.116432646906128,0.115818204786041,0.0129779785502396,0.0925115883581021,0.144032320305499,"null_covar",FALSE
"R2_data","battle creek",0.966605565290248,0.969055941138918,0.0143306352468796,0.931908156342974,0.987184287245501,"null_covar",FALSE
"R2_fixed","battle creek",0.30392909167858,0.29546070582355,0.0947225284134696,0.147557771759269,0.500826890363681,"null_covar",FALSE
"spawner_abundance_forecast[1]","battle creek",58.2071768935145,52.8715842829493,27.4922347799317,22.4176706856002,126.137792516086,"null_covar",FALSE
"spawner_abundance_forecast[2]","battle creek",Inf,0,NA,0,Inf,"null_covar",FALSE
"sigma_redds_per_spawner","battle creek",0.393340418916968,0.378927145120765,0.102016904585365,0.236412902632108,0.633352142315651,"passage_index",TRUE
"b1_survival","battle creek",-0.1076266214396,-0.108575277108607,0.0922951132604611,-0.28864412349553,0.0798085249220948,"passage_index",TRUE
"mean_redds_per_spawner","battle creek",0.121039896495231,0.120575056274796,0.0136360769038381,0.0953883003249791,0.149443166315241,"passage_index",TRUE
"R2_data","battle creek",0.966793518088611,0.969140634787029,0.0141817651507247,0.932619332250129,0.987263125828953,"passage_index",TRUE
"R2_fixed","battle creek",0.301472095066617,0.293560506259454,0.0910298390365721,0.149561255614449,0.489589943365411,"passage_index",TRUE
"spawner_abundance_forecast[1]","battle creek",60.0662898384091,55.2500336614611,27.539152635604,23.5733216521984,126.1963676907,"passage_index",TRUE
"spawner_abundance_forecast[2]","battle creek",54.0261443663408,49.4711672332416,25.2429606696797,21.1564863750206,113.956939106697,"passage_index",TRUE
"sigma_redds_per_spawner","clear creek",0.899600791394611,0.875075047303435,0.17412600206842,0.631931771041935,1.30729176682412,"wy_type",TRUE
"b1_survival","clear creek",1.03715080676061,1.03823550282251,0.458869820244281,0.127098537336477,1.93690203295748,"wy_type",TRUE
"mean_redds_per_spawner","clear creek",0.265410722660303,0.257085299028729,0.0697499521582779,0.153794703760773,0.42506839554684,"wy_type",TRUE
"R2_data","clear creek",0.958081596422619,0.960505206178203,0.0162474507964494,0.919472280286123,0.982333282820942,"wy_type",TRUE
"R2_fixed","clear creek",0.465307553283496,0.475344974491726,0.042799741181233,0.359473438500361,0.52072595521104,"wy_type",TRUE
"spawner_abundance_forecast[1]","clear creek",184.097153420875,115.689167241374,280.482371595217,17.3722831697457,748.246867233014,"wy_type",TRUE
"spawner_abundance_forecast[2]","clear creek",541.289689924732,327.336228384246,906.948527960757,45.1251963965593,2344.87524321071,"wy_type",TRUE
"sigma_redds_per_spawner","clear creek",0.93771822465484,0.911304194174352,0.183274984530196,0.659944121137498,1.36919714018639,"max_flow_std",TRUE
"b1_survival","clear creek",0.450357251968234,0.448271577233555,0.231821852823822,-0.00173673672351644,0.910729247048206,"max_flow_std",TRUE
"mean_redds_per_spawner","clear creek",0.354346387837475,0.345623781334641,0.0801438002143126,0.223694426585804,0.535327896160087,"max_flow_std",TRUE
"R2_data","clear creek",0.958049029083231,0.960601780040026,0.0162430536933474,0.91912071258514,0.982071452481933,"max_flow_std",TRUE
"R2_fixed","clear creek",0.487226485611379,0.495207690178923,0.0326609060515956,0.400793058842198,0.532982497933847,"max_flow_std",TRUE
"spawner_abundance_forecast[1]","clear creek",257.341201413469,155.117146095436,906.856294275824,22.4643323773076,1066.2348299421,"max_flow_std",TRUE
"spawner_abundance_forecast[2]","clear creek",417.263118415809,241.742894634512,1828.49692515664,33.8980174262817,1758.99822196124,"max_flow_std",TRUE
"sigma_redds_per_spawner","clear creek",1.01020923165512,0.983136515667612,0.193996801661379,0.711739599265489,1.46996673694516,"gdd_std",TRUE
"b1_survival","clear creek",-0.259019141715604,-0.258702705955212,0.232326974705617,-0.717203947963747,0.203600382620225,"gdd_std",TRUE
"mean_redds_per_spawner","clear creek",0.371300188600218,0.361172359009336,0.0905466758778285,0.223903185659524,0.577688921340512,"gdd_std",TRUE
"R2_data","clear creek",0.958212169595712,0.960628585326576,0.0160410678266891,0.920422271155081,0.982147190752758,"gdd_std",TRUE
"R2_fixed","clear creek",0.493003260660955,0.500157434502869,0.0315911394252562,0.409696333356483,0.539686966152278,"gdd_std",TRUE
"spawner_abundance_forecast[1]","clear creek",294.194451696646,162.448511681537,598.296387513381,19.9218589672699,1330.02721327188,"gdd_std",TRUE
"spawner_abundance_forecast[2]","clear creek",233.422707947154,125.096071799509,516.746926063898,14.5036816444716,1080.06541949421,"gdd_std",TRUE
"sigma_redds_per_spawner","clear creek",1.02089443274001,0.994646898416398,0.19056894886245,0.727101579352697,1.46629850013649,"null_covar",FALSE
"b1_survival","clear creek",8.53928522732395e+29,1.60045445966574e+28,1.68134027632124e+30,-3.25147334989489e+29,5.43573394150274e+30,"null_covar",FALSE
"mean_redds_per_spawner","clear creek",0.365898874259275,0.355579906482013,0.0901289630073984,0.220377359993689,0.574556802302897,"null_covar",FALSE
"R2_data","clear creek",0.958162517690418,0.960710023089235,0.0162443605992433,0.919298879155924,0.982429802509913,"null_covar",FALSE
"R2_fixed","clear creek",0.492571396334336,0.49999065301724,0.0323042939117039,0.407602258685969,0.539776200706928,"null_covar",FALSE
"spawner_abundance_forecast[1]","clear creek",289.611010209547,158.578999633069,653.376339752038,19.3888012397785,1324.52091235231,"null_covar",FALSE
"spawner_abundance_forecast[2]","clear creek",Inf,Inf,NA,0,Inf,"null_covar",FALSE
"sigma_redds_per_spawner","clear creek",0.754333404311348,0.733590144828335,0.148206033720491,0.52548078016523,1.10018119331077,"passage_index",TRUE
"b1_survival","clear creek",-0.579694312911748,-0.579928074098623,0.159988052643577,-0.895885390340993,-0.262251901363019,"passage_index",TRUE
"mean_redds_per_spawner","clear creek",0.385361367013771,0.379176681353789,0.0703701225347357,0.264665455493797,0.54224668083399,"passage_index",TRUE
"R2_data","clear creek",0.957995926362117,0.96034568075804,0.016007703929459,0.920051109785171,0.982048682700256,"passage_index",TRUE
"R2_fixed","clear creek",0.486564708974389,0.492850562212626,0.0272302294279262,0.415999278423659,0.523254590423738,"passage_index",TRUE
"spawner_abundance_forecast[1]","clear creek",235.354582327235,169.413765702949,280.912684656381,35.780095951434,823.774575760408,"passage_index",TRUE
"spawner_abundance_forecast[2]","clear creek",133.302874471609,94.9610713924175,165.784833103683,19.5250922629081,467.680771210922,"passage_index",TRUE
"sigma_redds_per_spawner","deer creek",0.550097266302129,0.477524165897934,0.298310457751445,0.252610138124969,1.27562790381281,"wy_type",TRUE
"b1_survival","deer creek",0.454731472190775,0.449781498093009,0.528596005481065,-0.565446764844662,1.46973975314794,"wy_type",TRUE
"mean_redds_per_spawner","deer creek",0.611292146447403,0.588327294964801,0.204699314613856,0.334581166661113,1.01697000508349,"wy_type",TRUE
"R2_data","deer creek",0.993258682640023,0.994316227029819,0.00449891523444998,0.981696253144352,0.998736923943089,"wy_type",TRUE
"R2_fixed","deer creek",0.430225595544233,0.406380577826388,0.220425609888401,0.101332517981882,0.896991358853099,"wy_type",TRUE
"spawner_abundance_forecast[1]","deer creek",296.969726773088,202.280627948501,2974.85236172463,53.4556162730074,778.80762368402,"wy_type",TRUE
"spawner_abundance_forecast[2]","deer creek",3412.08249700663,317.936268915679,537650.28457404,72.0332878529472,1443.3627666838,"wy_type",TRUE
"sigma_redds_per_spawner","deer creek",0.534999345403942,0.4676089630081,0.268078800646537,0.249012591901671,1.23137455443837,"max_flow_std",TRUE
"b1_survival","deer creek",0.256817628069801,0.253899215953208,0.269045145569099,-0.273499041014311,0.802623758821965,"max_flow_std",TRUE
"mean_redds_per_spawner","deer creek",0.67697772765753,0.660166642642381,0.173302924058107,0.414951605372497,1.0374702837611,"max_flow_std",TRUE
"R2_data","deer creek",0.993219723631323,0.994298269096079,0.0045752942244854,0.98149357197717,0.998719913787254,"max_flow_std",TRUE
"R2_fixed","deer creek",0.387376226409055,0.359271240615299,0.200831881467452,0.0951674089404665,0.844013458606604,"max_flow_std",TRUE
"spawner_abundance_forecast[1]","deer creek",299.083658568088,227.610272562044,1363.030314835,61.3270653133896,820.684566359356,"max_flow_std",TRUE
"spawner_abundance_forecast[2]","deer creek",421.619875558732,293.524701909667,4476.9521637914,72.1786523964507,1182.5654249618,"max_flow_std",TRUE
"sigma_redds_per_spawner","deer creek",0.58329254509901,0.50520006864108,0.309169808342683,0.267611920495378,1.36457210845745,"gdd_std",TRUE
"b1_survival","deer creek",-0.17228017584852,-0.17035217846982,0.250558929149327,-0.686473850372102,0.325558771468244,"gdd_std",TRUE
"mean_redds_per_spawner","deer creek",0.782711277355743,0.746208877696922,0.30276711679593,0.414649273185821,1.35981896909076,"gdd_std",TRUE
"R2_data","deer creek",0.993224734410312,0.994304945056264,0.00455990223829516,0.98152481836082,0.998715664400592,"gdd_std",TRUE
"R2_fixed","deer creek",0.394040222509337,0.377507127346808,0.186532340952074,0.102750835474365,0.82466936136043,"gdd_std",TRUE
"spawner_abundance_forecast[1]","deer creek",465.906772233616,256.263163726366,12334.3061793426,61.184699815181,1062.45292325416,"gdd_std",TRUE
"spawner_abundance_forecast[2]","deer creek",344.645201769316,215.744843880388,5725.13890511079,53.0677181603035,882.741032191961,"gdd_std",TRUE
"sigma_redds_per_spawner","deer creek",0.542497637698579,0.487540265775712,0.238309874164779,0.271878320606698,1.15067680048927,"null_covar",FALSE
"b1_survival","deer creek",6.05998374509644e+29,2.10691157843731e+29,1.55397374915771e+30,-2.04632300997443e+30,4.67141899913026e+30,"null_covar",FALSE
"mean_redds_per_spawner","deer creek",0.689440023290001,0.671076162417801,0.200053931758582,0.425224708348278,1.04475403673476,"null_covar",FALSE
"R2_data","deer creek",0.993220157693899,0.994289733224305,0.00453106155700289,0.981604095893078,0.998707528145409,"null_covar",FALSE
"R2_fixed","deer creek",0.390086424868747,0.364345095022444,0.197789610145118,0.0970804062263707,0.84656551700482,"null_covar",FALSE
"spawner_abundance_forecast[1]","deer creek",306.936385763527,230.953076837512,2834.7899680524,65.1916099805342,803.055187415898,"null_covar",FALSE
"spawner_abundance_forecast[2]","deer creek",Inf,Inf,NA,0,Inf,"null_covar",FALSE
"sigma_redds_per_spawner","deer creek",0.635469472661722,0.553443063944329,0.337647067387641,0.293051891076637,1.46734959145129,"passage_index",TRUE
"b1_survival","deer creek",0.0545109882666612,0.0553480586382748,0.288553841235619,-0.514124633276067,0.617662317855122,"passage_index",TRUE
"mean_redds_per_spawner","deer creek",0.69485702889429,0.669727274407557,0.229714255568197,0.387709906959898,1.14337145381443,"passage_index",TRUE
"R2_data","deer creek",0.993205714504607,0.994302624494495,0.00457704644198152,0.98143609359786,0.998722512945002,"passage_index",TRUE
"R2_fixed","deer creek",0.415123272494489,0.398579651658007,0.197997940317598,0.106436487872434,0.862645326542664,"passage_index",TRUE
"spawner_abundance_forecast[1]","deer creek",421.937989327183,231.558375174233,10118.8095760849,49.7594340441391,1028.58758096834,"passage_index",TRUE
"spawner_abundance_forecast[2]","deer creek",720.52795945133,243.217193647463,33567.7975205625,48.5579463721601,1212.66357463659,"passage_index",TRUE
"sigma_redds_per_spawner","mill creek",0.824116198904739,0.71678282848625,0.42518181110207,0.381309441228543,1.92306274191294,"wy_type",TRUE
"b1_survival","mill creek",0.887353000548254,0.887277903140299,0.785070935549686,-0.684974184183573,2.43310821439753,"wy_type",TRUE
"mean_redds_per_spawner","mill creek",0.273862654790509,0.250179061282875,0.156666957390735,0.109227701442794,0.571468511509126,"wy_type",TRUE
"R2_data","mill creek",0.972289139629607,0.976347733237059,0.0177123776405314,0.926709805010547,0.994181208800188,"wy_type",TRUE
"R2_fixed","mill creek",0.45590173717315,0.429750901465338,0.156127102017003,0.234458544474571,0.871575075931827,"wy_type",TRUE
"spawner_abundance_forecast[1]","mill creek",431.291684699044,91.4941395687363,34748.9709895192,12.2194158087835,691.34829904705,"wy_type",TRUE
"spawner_abundance_forecast[2]","mill creek",23470.888117686,222.757358103834,3768583.79506016,23.0540417457968,2138.71272332257,"wy_type",TRUE
"sigma_redds_per_spawner","mill creek",1.06454093534752,0.920996066141232,0.697705108639838,0.496070169124141,2.47631836483719,"max_flow_std",TRUE
"b1_survival","mill creek",-0.00872345658870196,-0.00805994506366699,0.466699896856367,-0.746500757827342,0.742015511803261,"max_flow_std",TRUE
"mean_redds_per_spawner","mill creek",7426.32716693476,0.324168293213461,722148.112239662,0.124092209503937,0.828226749269405,"max_flow_std",TRUE
"R2_data","mill creek",0.972172983907774,0.976139002578619,0.0176438730039135,0.927090095539253,0.994054976161143,"max_flow_std",TRUE
"R2_fixed","mill creek",0.49046831241261,0.493096328055515,0.129509837782949,0.255293026948161,0.811929480451872,"max_flow_std",TRUE
"spawner_abundance_forecast[1]","mill creek",4.83125673237344e+29,117.7994702009,1.18341138107009e+32,9.48448724365366,1481.0282597769,"max_flow_std",TRUE
"spawner_abundance_forecast[2]","mill creek",6.71053275377848e+23,116.982135208178,1.64221917688641e+26,9.40753741925974,1502.70426519285,"max_flow_std",TRUE
"sigma_redds_per_spawner","mill creek",0.42822439035518,0.372881822300088,0.234713389056713,0.173987674118359,1.02327054708252,"gdd_std",TRUE
"b1_survival","mill creek",-0.546259772945433,-0.544686060422587,0.173320520955417,-0.901196871776143,-0.201191547681839,"gdd_std",TRUE
"mean_redds_per_spawner","mill creek",0.45255885896701,0.442800609050117,0.105295443304448,0.28899007965014,0.671565692084975,"gdd_std",TRUE
"R2_data","mill creek",0.971951351998571,0.975767357450211,0.0174344211230945,0.927648105276133,0.994021466080183,"gdd_std",TRUE
"R2_fixed","mill creek",0.437667701998367,0.437516462538831,0.0739219449712444,0.289533021949884,0.594052396392165,"gdd_std",TRUE
"spawner_abundance_forecast[1]","mill creek",195.299379482245,162.467854892145,620.99516175485,56.2657549124838,464.197716536321,"gdd_std",TRUE
"spawner_abundance_forecast[2]","mill creek",112.444815440079,94.1114938573941,281.869451932812,32.8535401744617,268.337830273959,"gdd_std",TRUE
"sigma_redds_per_spawner","mill creek",0.897253753459677,0.808880539998691,0.380634433545958,0.463124022394045,1.84551085746057,"null_covar",FALSE
"b1_survival","mill creek",1.38664416096721e+29,-3.87663827582299e+28,1.55486488536371e+30,-1.63030087969123e+30,4.48386290223863e+30,"null_covar",FALSE
"mean_redds_per_spawner","mill creek",0.344858264912304,0.3220040309637,0.171410863556285,0.151465288114678,0.66748361884195,"null_covar",FALSE
"R2_data","mill creek",0.972348254937998,0.976333664853311,0.0176579599641614,0.927634361440235,0.994241452915402,"null_covar",FALSE
"R2_fixed","mill creek",0.470550271810517,0.468485045741796,0.127507595336085,0.246298612641596,0.778309112518715,"null_covar",FALSE
"spawner_abundance_forecast[1]","mill creek",334.880586865691,118.408150803369,14029.2446904772,14.7487444331596,931.883119925254,"null_covar",FALSE
"spawner_abundance_forecast[2]","mill creek",Inf,0,NA,0,Inf,"null_covar",FALSE
"sigma_redds_per_spawner","mill creek",0.861883930498453,0.75379515192671,0.446046389154504,0.399543635673281,1.95972162854334,"passage_index",TRUE
"b1_survival","mill creek",-0.394928915160201,-0.394075349664014,0.396345816060872,-1.18010627643974,0.379136088963866,"passage_index",TRUE
"mean_redds_per_spawner","mill creek",0.345581172705651,0.323661854926916,0.207546231223447,0.155906167380675,0.656312602421423,"passage_index",TRUE
"R2_data","mill creek",0.972393561002265,0.976235980473045,0.0173907238785248,0.928297220180646,0.994227390494151,"passage_index",TRUE
"R2_fixed","mill creek",0.461308767487592,0.456600601721935,0.125488156341888,0.244467224983467,0.762251081803879,"passage_index",TRUE
"spawner_abundance_forecast[1]","mill creek",1257602661240.04,118.117146723728,308048481148373,15.4599620148748,925.984478587908,"passage_index",TRUE
"spawner_abundance_forecast[2]","mill creek",14525818310985.2,79.5422364625888,3558084291878093,9.06324598668372,716.130687471761,"passage_index",TRUE
