par_names,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,stream
predicted_spawners[1],26.033696105045447,0.01924681753730104,5.05404481645547,17.0482164362544,22.499755673159406,25.712831286608477,29.236502949465752,36.85714299222387,68954.13567484582,0.9999708923768906,battle creek
predicted_spawners[2],52.042321470302696,0.024884805586769074,7.234715406655033,38.84752202849881,47.007773577974604,51.69965004627038,56.69817250265808,67.20804255013424,84522.90195526245,0.9999773960402889,battle creek
predicted_spawners[3],62.39290988574605,0.02731291553946335,7.8661773578951815,47.95855758328804,56.928315863788775,62.0559328828452,67.4979738119795,78.69973032872014,82945.21646694586,0.9999680766763118,battle creek
predicted_spawners[4],20.079445936680404,0.017742202539330558,4.42455968995752,12.362615939220314,16.935918178204957,19.76841146527402,22.85933436656642,29.58635109584422,62190.6436079956,0.9999732171522966,battle creek
predicted_spawners[5],32.40977114710465,0.020357916356678038,5.719212553059908,22.2158815001924,28.398511719472324,32.057413487893356,36.029640277039746,44.63471190213811,78923.40671528802,1.0000429492595704,battle creek
predicted_spawners[6],82.37786605705615,0.031672498638560656,9.123639556226367,65.35229773947356,76.04243275503059,82.09752814105272,88.34574129531984,101.22538614901055,82979.64769330873,0.999981135149436,battle creek
predicted_spawners[7],86.01301422610653,0.03099051161416626,9.209174248873493,68.94003301052132,79.62585169659752,85.70330190823267,92.03888869456264,104.96274894084394,88304.71413777984,0.9999821718202183,battle creek
predicted_spawners[8],30.013673565161323,0.021287416131110827,5.495761522781172,20.243521694396943,26.151834075178378,29.66726910319109,33.501552982005464,41.76238082290744,66651.48937000471,1.0000712518929187,battle creek
predicted_spawners[9],62.029197333094665,0.027487568300602012,7.915387975563635,47.5105854559202,56.50406635610674,61.663493446587886,67.22520196040374,78.379891010464,82922.38231463941,0.9999722332981592,battle creek
predicted_spawners[10],50.00090899391933,0.025001327129050628,7.0621160117221535,37.233681032287784,45.04062396413651,49.66004136815795,54.5595433376337,64.71785925930837,79789.10064131666,0.999990565213851,battle creek
predicted_spawners[11],37.38984992585118,0.02055147007604002,6.107811516430406,26.37586447097247,33.09142872159937,37.057785086532384,41.322372556423566,50.21325906905492,88325.37031966622,0.999996238420147,battle creek
predicted_spawners[12],172.12621095202624,0.04348421063681081,13.114962051806227,147.37237414191242,163.06867950774046,171.7897014661325,180.75611330692334,198.7364207596481,90964.28181570374,0.9999572190727302,battle creek
predicted_spawners[13],80.26414062652701,0.029459863769413615,8.940050857224675,63.57136736802191,74.08703161325556,79.94304108455309,86.10620247239558,98.73447063869732,92091.28019870183,0.9999586218005945,battle creek
predicted_spawners[14],79.1489219762481,0.02950166782594339,8.894262575646424,62.745248379039346,72.97480016189607,78.84619362649133,84.9652259011295,97.50940780867573,90892.22931232049,0.9999891051560735,battle creek
predicted_spawners[15],18.349821691359057,0.016457774186750533,4.276846902144161,10.958365004674004,15.324512568905206,18.02513438499291,21.0076555758154,27.69377513613843,67531.31552038004,0.9999845066210087,battle creek
predicted_spawners[16],26.18201448879708,0.018764865653489213,5.102640967062101,17.195548015564963,22.546072557320713,25.866987235324018,29.43886516529698,37.07611244134963,73943.34689193645,0.999963931001159,battle creek
predicted_spawners[17],5.503155523774785,0.009919955021748837,2.373496092635145,1.8905731010861704,3.777376327472115,5.166998002651314,6.851022445093742,11.10589715344164,57247.64636888435,1.0000519169047446,battle creek
predicted_spawners[18],22.05587803382816,0.018553784339644185,4.6800049032595,13.905395754389124,18.7446022634704,21.72236425259122,25.00290610058836,32.157417803350285,63624.97250319306,1.0000230131380579,battle creek
predicted_spawners[19],21.459429763403755,0.018266412447430946,4.693871297581328,13.299658081233195,18.127818088395014,21.107113581085226,24.437300692580234,31.63940098223528,66032.21043978326,0.9999686099301915,battle creek
b1_survival,0.2548278417660753,0.004632834538344155,0.35969477913341247,-0.46100973604703166,0.02261888383744072,0.2563322128303309,0.4874664339028707,0.9654402067062773,6028.020062926409,1.000060537645081,battle creek
predicted_spawners[1],24.990061657537957,4.5840835508390086e-4,0.09599637491613208,24.94205316889102,24.999986112255062,24.99999997799545,24.999999999997993,25,43853.53600391277,1.0000046298604914,clear creek
predicted_spawners[2],37.8625325415745,0.025725361545478827,6.310789189488219,26.54042061904867,33.4263935697643,37.50498878183509,41.892599166246285,51.147479304218415,60178.917540616036,1.0000090030388382,clear creek
predicted_spawners[3],68.16550266932975,0.013057382818918242,2.018075367744116,61.7529850752392,68.46779714792599,68.96132871316374,68.99922166384658,68.99999999976383,23887.04836960562,0.9999823758969991,clear creek
predicted_spawners[4],76.73826834536436,0.006985104802074561,1.2601186807028375,73.82415341812732,76.98935510502186,76.9998811281019,76.99999975642861,77,32544.45826487227,1.000031500800044,clear creek
predicted_spawners[5],49.25472269997747,0.028800885536405547,7.062385546812444,36.29955572185812,44.344614064530916,48.924527578278685,53.77890259678853,64.08958134644728,60129.99435793607,0.9999665013485196,clear creek
predicted_spawners[6],65.44192839269863,0.03354828314373261,8.191714038755785,50.32787403649773,59.7776678573683,65.12890148411202,70.74362579989557,82.4136522525512,59622.333170654165,1.0000012018294926,clear creek
predicted_spawners[7],116.36939112152278,0.03908389826199543,5.389468376089095,100.83251638367031,114.78884470584461,119.02060630204144,119.94472192613043,119.99999956888017,19014.990276323962,1.0000882185562043,clear creek
predicted_spawners[8],20.784465294428408,0.0028961308169590094,0.42834699862395065,19.527470042374077,20.776724315204177,20.9629554908444,20.997904827621845,20.999999987207413,21875.354851974484,1.000011665823987,clear creek
