par_names,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,stream
survival_rate[12],0.888752560179006,2.898295582229874e-4,0.09625068094295687,0.7103550630579941,0.8218141637893737,0.8848300251684562,0.9518204519111072,1.0881349621812806,110286.47899790641,0.9999672807359112,clear creek
survival_rate[13],1.1800082553346523,4.844311020590375e-4,0.16008591068919142,0.887104651703125,1.069309275456046,1.1730928513313845,1.2835941754025397,1.5141774933816254,109204.91493373962,0.9999603653315099,clear creek
survival_rate[14],1.1342344857562097,5.964448119438324e-4,0.19519061588285916,0.7830414549023319,0.9977783863270749,1.1232439176755151,1.259745064242864,1.5447426163310174,107097.00804299643,0.9999794989363195,clear creek
survival_rate[15],0.6729818716850925,5.356483715233083e-4,0.1590205962962751,0.39966108896907704,0.5597613027188357,0.6600969422571528,0.7709690783959025,1.0213396793037812,88134.7501067493,1.0000093934376126,clear creek
survival_rate[16],0.9474867749897392,4.2267218507789894e-4,0.13781950793119,0.6965156556094152,0.8511946723203849,0.9403116458375465,1.0368094093513127,1.2371839339223503,106319.7757535828,0.9999810995472813,clear creek
survival_rate[17],1.726664830751044,5.229385918047075e-4,0.16737453584787043,1.4137479878134818,1.611631284399625,1.720838463743151,1.83710391227152,2.06851783616399,102441.8434903726,0.9999818386359842,clear creek
survival_rate[18],0.3246064466412225,1.4275059102256634e-4,0.042627788652033205,0.2465231407025627,0.295138168224818,0.32276341234668193,0.35204069074422567,0.4135847840802418,89172.26084702693,1.000028778365496,clear creek
survival_rate[19],0.08237731692185582,1.8627287318339933e-5,0.006021481605006229,0.07106229320793307,0.07825210074198176,0.082236144428565,0.08633771261200952,0.09454204330219954,104497.88511970903,0.9999623638672253,clear creek
redds_per_spawner[1],0.5587891100322544,0.006174830884430389,0.579484248956295,0.11369952510705388,0.282205925686605,0.4401744646497604,0.6848942075084847,1.6950230960683528,8807.1042332614,1.0002229698965959,clear creek
redds_per_spawner[2],0.5031248914948325,8.645125585986913e-4,0.10592653867905363,0.3228777159559509,0.4284350584465168,0.4934739478989154,0.567692719635762,0.7386711108887011,15012.981497239525,1.0000459378527657,clear creek
redds_per_spawner[3],0.8734742670903495,8.328716977715903e-4,0.12083251395560872,0.6560699643168898,0.7891132605508391,0.8665582538093454,0.9509354779211515,1.1278672571516135,21048.028042209735,1.0000261671763915,clear creek
redds_per_spawner[4],0.5107281980529911,0.002258950419765942,0.2015586476203447,0.23052112898147684,0.37407404295239916,0.4772690364292048,0.6065452397113303,0.9838268593966413,7961.400532841968,1.0001705607956382,clear creek
redds_per_spawner[5],0.44925308803172165,0.0014641885885168402,0.1387401251214486,0.23572868370035907,0.3520183263487552,0.42987029739873456,0.5247322720658029,0.7724308982201687,8978.631096415675,1.0002111702209195,clear creek
redds_per_spawner[6],0.5800981790593179,0.0019189196035404063,0.17794852829119454,0.3053748669309492,0.4558683309894943,0.5551800447743678,0.6767350339702182,0.9982753977893962,8599.540415887384,1.000188521968777,clear creek
redds_per_spawner[7],1.1624319733271764,0.0014917321137005374,0.16309820080764617,0.8729990018726619,1.0483171165105791,1.1519236996164748,1.2639568668835786,1.5116340152185583,11954.093873911619,1.0000973548476275,clear creek
redds_per_spawner[8],2.100801507528729,0.00208703339901223,0.3624739546668117,1.4643374922484256,1.8456142041543178,2.0746238585659116,2.3298662056861836,2.8815036818072244,30164.408515640982,0.9999930909913239,clear creek
redds_per_spawner[9],3.9449705984512504,0.00629765620672343,0.7929448438954995,2.6104834076245984,3.387410580091103,3.8703376417342574,4.417115045996885,5.707218841282667,15853.606042301584,1.000079073480572,clear creek
redds_per_spawner[10],0.5468245596620217,4.1520402039748927e-4,0.08848220035765192,0.3872201507690635,0.48487094671765124,0.5420978380166344,0.603876112718085,0.7323808123832257,45413.89252822108,1.0000274710932482,clear creek
redds_per_spawner[11],0.24547506991562298,2.66009408553891e-4,0.029796963787133476,0.19119703207053695,0.22491142844271653,0.2438677568454194,0.26437895685218393,0.30862906937761597,12547.2927556793,1.0000952110591625,clear creek
redds_per_spawner[12],1.084687862806766,0.0013726526801564694,0.15966053949924716,0.8033400938188014,0.9735397433464622,1.0738363213933853,1.1846658958836898,1.4284467721205687,13529.254303588621,1.00003518655297,clear creek
redds_per_spawner[13],1.4854249780959567,0.0021560464046384243,0.2641419274121413,1.026433683317498,1.300214014907368,1.4654547187146936,1.647369002072966,2.058372591771288,15009.232225322818,1.0000674279766777,clear creek
redds_per_spawner[14],0.8207389158638313,0.0017734757283160687,0.20179076447652428,0.4923583912315126,0.6787109734558682,0.7989521522708317,0.9377378742999467,1.277296273332271,12946.490978833675,1.000019549260119,clear creek
